"","plot","grid_number","date","rich","plot_grid","treatment","complexity","plot_date","days_since_outplanting"
"620","HS",15,"20-Jun-19",0,"HS - 15","30%","High","HS - 20-Jun-19",11
"621","HS",15,"25-Jul-19",0,"HS - 15","30%","High","HS - 25-Jul-19",43
"622","HS",15,"25-Jun-19",0,"HS - 15","30%","High","HS - 25-Jun-19",13
"623","HS",15,"28-Jul-19",0,"HS - 15","30%","High","HS - 28-Jul-19",48
"624","HS",15,"28-Jun-19",1,"HS - 15","30%","High","HS - 28-Jun-19",18
"625","HS",16,"02-Jul-19",3,"HS - 16","70%","High","HS - 02-Jul-19",23
"626","HS",16,"05-Jul-19",0,"HS - 16","70%","High","HS - 05-Jul-19",26
"627","HS",16,"05-Jun-19",1,"HS - 16","70%","High","HS - 05-Jun-19",1
"628","HS",16,"06-Jun-19",0,"HS - 16","70%","High","HS - 06-Jun-19",2
"629","HS",16,"07-Jun-19",1,"HS - 16","70%","High","HS - 07-Jun-19",3
"630","HS",16,"09-Jul-19",4,"HS - 16","70%","High","HS - 09-Jul-19",30
"631","HS",16,"11-Jun-19",0,"HS - 16","70%","High","HS - 11-Jun-19",5
"632","HS",16,"13-Jun-19",0,"HS - 16","70%","High","HS - 13-Jun-19",7
"633","HS",16,"15-Jul-19",1,"HS - 16","70%","High","HS - 15-Jul-19",33
"634","HS",16,"15-Jun-19",0,"HS - 16","70%","High","HS - 15-Jun-19",9
"635","HS",16,"20-Jul-19",0,"HS - 16","70%","High","HS - 20-Jul-19",37
"636","HS",16,"20-Jun-19",0,"HS - 16","70%","High","HS - 20-Jun-19",11
"637","HS",16,"25-Jul-19",4,"HS - 16","70%","High","HS - 25-Jul-19",43
"638","HS",16,"25-Jun-19",1,"HS - 16","70%","High","HS - 25-Jun-19",13
"639","HS",16,"28-Jul-19",2,"HS - 16","70%","High","HS - 28-Jul-19",48
"640","HS",16,"28-Jun-19",1,"HS - 16","70%","High","HS - 28-Jun-19",18
"641","HS",17,"02-Jul-19",2,"HS - 17","0%","High","HS - 02-Jul-19",23
"642","HS",17,"05-Jul-19",1,"HS - 17","0%","High","HS - 05-Jul-19",26
"643","HS",17,"05-Jun-19",0,"HS - 17","0%","High","HS - 05-Jun-19",1
"644","HS",17,"06-Jun-19",1,"HS - 17","0%","High","HS - 06-Jun-19",2
"645","HS",17,"07-Jun-19",1,"HS - 17","0%","High","HS - 07-Jun-19",3
"646","HS",17,"09-Jul-19",1,"HS - 17","0%","High","HS - 09-Jul-19",30
"647","HS",17,"11-Jun-19",0,"HS - 17","0%","High","HS - 11-Jun-19",5
"648","HS",17,"13-Jun-19",0,"HS - 17","0%","High","HS - 13-Jun-19",7
"649","HS",17,"15-Jul-19",0,"HS - 17","0%","High","HS - 15-Jul-19",33
"650","HS",17,"15-Jun-19",1,"HS - 17","0%","High","HS - 15-Jun-19",9
"651","HS",17,"20-Jul-19",1,"HS - 17","0%","High","HS - 20-Jul-19",37
"652","HS",17,"20-Jun-19",1,"HS - 17","0%","High","HS - 20-Jun-19",11
"653","HS",17,"25-Jul-19",1,"HS - 17","0%","High","HS - 25-Jul-19",43
"654","HS",17,"25-Jun-19",1,"HS - 17","0%","High","HS - 25-Jun-19",13
"655","HS",17,"28-Jul-19",1,"HS - 17","0%","High","HS - 28-Jul-19",48
"656","HS",17,"28-Jun-19",1,"HS - 17","0%","High","HS - 28-Jun-19",18
"657","HS",18,"02-Jul-19",2,"HS - 18","100%","High","HS - 02-Jul-19",23
"658","HS",18,"05-Jul-19",1,"HS - 18","100%","High","HS - 05-Jul-19",26
"659","HS",18,"05-Jun-19",1,"HS - 18","100%","High","HS - 05-Jun-19",1
"660","HS",18,"06-Jun-19",1,"HS - 18","100%","High","HS - 06-Jun-19",2
"661","HS",18,"07-Jun-19",0,"HS - 18","100%","High","HS - 07-Jun-19",3
"662","HS",18,"09-Jul-19",1,"HS - 18","100%","High","HS - 09-Jul-19",30
"663","HS",18,"11-Jun-19",1,"HS - 18","100%","High","HS - 11-Jun-19",5
"664","HS",18,"13-Jun-19",1,"HS - 18","100%","High","HS - 13-Jun-19",7
"665","HS",18,"15-Jul-19",0,"HS - 18","100%","High","HS - 15-Jul-19",33
"666","HS",18,"15-Jun-19",1,"HS - 18","100%","High","HS - 15-Jun-19",9
"667","HS",18,"20-Jul-19",1,"HS - 18","100%","High","HS - 20-Jul-19",37
"668","HS",18,"20-Jun-19",1,"HS - 18","100%","High","HS - 20-Jun-19",11
"669","HS",18,"25-Jul-19",0,"HS - 18","100%","High","HS - 25-Jul-19",43
"670","HS",18,"25-Jun-19",1,"HS - 18","100%","High","HS - 25-Jun-19",13
"671","HS",18,"28-Jul-19",0,"HS - 18","100%","High","HS - 28-Jul-19",48
"672","HS",18,"28-Jun-19",1,"HS - 18","100%","High","HS - 28-Jun-19",18
"673","HS",19,"02-Jul-19",2,"HS - 19","100%","High","HS - 02-Jul-19",23
"674","HS",19,"05-Jul-19",3,"HS - 19","100%","High","HS - 05-Jul-19",26
"675","HS",19,"05-Jun-19",3,"HS - 19","100%","High","HS - 05-Jun-19",1
"676","HS",19,"06-Jun-19",2,"HS - 19","100%","High","HS - 06-Jun-19",2
"677","HS",19,"07-Jun-19",2,"HS - 19","100%","High","HS - 07-Jun-19",3
"678","HS",19,"09-Jul-19",1,"HS - 19","100%","High","HS - 09-Jul-19",30
"679","HS",19,"11-Jun-19",2,"HS - 19","100%","High","HS - 11-Jun-19",5
"680","HS",19,"13-Jun-19",1,"HS - 19","100%","High","HS - 13-Jun-19",7
"681","HS",19,"15-Jul-19",2,"HS - 19","100%","High","HS - 15-Jul-19",33
"682","HS",19,"15-Jun-19",0,"HS - 19","100%","High","HS - 15-Jun-19",9
"683","HS",19,"20-Jul-19",1,"HS - 19","100%","High","HS - 20-Jul-19",37
"684","HS",19,"20-Jun-19",3,"HS - 19","100%","High","HS - 20-Jun-19",11
"685","HS",19,"25-Jul-19",1,"HS - 19","100%","High","HS - 25-Jul-19",43
"686","HS",19,"25-Jun-19",2,"HS - 19","100%","High","HS - 25-Jun-19",13
"687","HS",19,"28-Jul-19",1,"HS - 19","100%","High","HS - 28-Jul-19",48
"688","HS",19,"28-Jun-19",1,"HS - 19","100%","High","HS - 28-Jun-19",18
"689","HS",20,"02-Jul-19",0,"HS - 20","0%","High","HS - 02-Jul-19",23
"690","HS",20,"05-Jul-19",2,"HS - 20","0%","High","HS - 05-Jul-19",26
"691","HS",20,"05-Jun-19",3,"HS - 20","0%","High","HS - 05-Jun-19",1
"692","HS",20,"06-Jun-19",2,"HS - 20","0%","High","HS - 06-Jun-19",2
"693","HS",20,"07-Jun-19",2,"HS - 20","0%","High","HS - 07-Jun-19",3
"694","HS",20,"09-Jul-19",2,"HS - 20","0%","High","HS - 09-Jul-19",30
"695","HS",20,"11-Jun-19",2,"HS - 20","0%","High","HS - 11-Jun-19",5
"696","HS",20,"13-Jun-19",0,"HS - 20","0%","High","HS - 13-Jun-19",7
"697","HS",20,"15-Jul-19",1,"HS - 20","0%","High","HS - 15-Jul-19",33
"698","HS",20,"15-Jun-19",0,"HS - 20","0%","High","HS - 15-Jun-19",9
"699","HS",20,"20-Jul-19",2,"HS - 20","0%","High","HS - 20-Jul-19",37
"700","HS",20,"20-Jun-19",1,"HS - 20","0%","High","HS - 20-Jun-19",11
"701","HS",20,"25-Jul-19",1,"HS - 20","0%","High","HS - 25-Jul-19",43
"702","HS",20,"25-Jun-19",1,"HS - 20","0%","High","HS - 25-Jun-19",13
"703","HS",20,"28-Jul-19",2,"HS - 20","0%","High","HS - 28-Jul-19",48
"704","HS",20,"28-Jun-19",1,"HS - 20","0%","High","HS - 28-Jun-19",18
"705","HS",21,"02-Jul-19",2,"HS - 21","30%","High","HS - 02-Jul-19",23
"706","HS",21,"05-Jul-19",1,"HS - 21","30%","High","HS - 05-Jul-19",26
"707","HS",21,"05-Jun-19",1,"HS - 21","30%","High","HS - 05-Jun-19",1
"708","HS",21,"06-Jun-19",1,"HS - 21","30%","High","HS - 06-Jun-19",2
"709","HS",21,"07-Jun-19",1,"HS - 21","30%","High","HS - 07-Jun-19",3
"710","HS",21,"09-Jul-19",1,"HS - 21","30%","High","HS - 09-Jul-19",30
"711","HS",21,"11-Jun-19",0,"HS - 21","30%","High","HS - 11-Jun-19",5
"712","HS",21,"13-Jun-19",0,"HS - 21","30%","High","HS - 13-Jun-19",7
"713","HS",21,"15-Jul-19",0,"HS - 21","30%","High","HS - 15-Jul-19",33
"714","HS",21,"15-Jun-19",1,"HS - 21","30%","High","HS - 15-Jun-19",9
"715","HS",21,"20-Jul-19",2,"HS - 21","30%","High","HS - 20-Jul-19",37
"716","HS",21,"20-Jun-19",1,"HS - 21","30%","High","HS - 20-Jun-19",11
"717","HS",21,"25-Jul-19",0,"HS - 21","30%","High","HS - 25-Jul-19",43
"718","HS",21,"25-Jun-19",1,"HS - 21","30%","High","HS - 25-Jun-19",13
"719","HS",21,"28-Jul-19",2,"HS - 21","30%","High","HS - 28-Jul-19",48
"720","HS",21,"28-Jun-19",1,"HS - 21","30%","High","HS - 28-Jun-19",18
"721","HS",22,"02-Jul-19",1,"HS - 22","100%","High","HS - 02-Jul-19",23
"722","HS",22,"05-Jul-19",0,"HS - 22","100%","High","HS - 05-Jul-19",26
"723","HS",22,"05-Jun-19",0,"HS - 22","100%","High","HS - 05-Jun-19",1
"724","HS",22,"06-Jun-19",0,"HS - 22","100%","High","HS - 06-Jun-19",2
"725","HS",22,"07-Jun-19",0,"HS - 22","100%","High","HS - 07-Jun-19",3
"726","HS",22,"09-Jul-19",0,"HS - 22","100%","High","HS - 09-Jul-19",30
"727","HS",22,"11-Jun-19",1,"HS - 22","100%","High","HS - 11-Jun-19",5
"728","HS",22,"13-Jun-19",0,"HS - 22","100%","High","HS - 13-Jun-19",7
"729","HS",22,"15-Jul-19",0,"HS - 22","100%","High","HS - 15-Jul-19",33
"730","HS",22,"15-Jun-19",1,"HS - 22","100%","High","HS - 15-Jun-19",9
"731","HS",22,"20-Jul-19",2,"HS - 22","100%","High","HS - 20-Jul-19",37
"732","HS",22,"20-Jun-19",1,"HS - 22","100%","High","HS - 20-Jun-19",11
"733","HS",22,"25-Jul-19",0,"HS - 22","100%","High","HS - 25-Jul-19",43
"734","HS",22,"25-Jun-19",1,"HS - 22","100%","High","HS - 25-Jun-19",13
"735","HS",22,"28-Jul-19",1,"HS - 22","100%","High","HS - 28-Jul-19",48
"736","HS",22,"28-Jun-19",0,"HS - 22","100%","High","HS - 28-Jun-19",18
"737","HS",23,"02-Jul-19",2,"HS - 23","70%","High","HS - 02-Jul-19",23
"738","HS",23,"05-Jul-19",3,"HS - 23","70%","High","HS - 05-Jul-19",26
"739","HS",23,"05-Jun-19",0,"HS - 23","70%","High","HS - 05-Jun-19",1
"740","HS",23,"06-Jun-19",0,"HS - 23","70%","High","HS - 06-Jun-19",2
"741","HS",23,"07-Jun-19",0,"HS - 23","70%","High","HS - 07-Jun-19",3
"742","HS",23,"09-Jul-19",1,"HS - 23","70%","High","HS - 09-Jul-19",30
"743","HS",23,"11-Jun-19",1,"HS - 23","70%","High","HS - 11-Jun-19",5
"744","HS",23,"13-Jun-19",2,"HS - 23","70%","High","HS - 13-Jun-19",7
"745","HS",23,"15-Jul-19",2,"HS - 23","70%","High","HS - 15-Jul-19",33
"746","HS",23,"15-Jun-19",0,"HS - 23","70%","High","HS - 15-Jun-19",9
"747","HS",23,"20-Jul-19",2,"HS - 23","70%","High","HS - 20-Jul-19",37
"748","HS",23,"20-Jun-19",0,"HS - 23","70%","High","HS - 20-Jun-19",11
"749","HS",23,"25-Jul-19",2,"HS - 23","70%","High","HS - 25-Jul-19",43
"750","HS",23,"25-Jun-19",0,"HS - 23","70%","High","HS - 25-Jun-19",13
"751","HS",23,"28-Jul-19",2,"HS - 23","70%","High","HS - 28-Jul-19",48
"752","HS",23,"28-Jun-19",3,"HS - 23","70%","High","HS - 28-Jun-19",18
"753","HS",24,"02-Jul-19",1,"HS - 24","control","High","HS - 02-Jul-19",23
"754","HS",24,"05-Jul-19",1,"HS - 24","control","High","HS - 05-Jul-19",26
"755","HS",24,"05-Jun-19",0,"HS - 24","control","High","HS - 05-Jun-19",1
"756","HS",24,"06-Jun-19",1,"HS - 24","control","High","HS - 06-Jun-19",2
"757","HS",24,"07-Jun-19",2,"HS - 24","control","High","HS - 07-Jun-19",3
"758","HS",24,"09-Jul-19",0,"HS - 24","control","High","HS - 09-Jul-19",30
"759","HS",24,"11-Jun-19",1,"HS - 24","control","High","HS - 11-Jun-19",5
"760","HS",24,"13-Jun-19",0,"HS - 24","control","High","HS - 13-Jun-19",7
"761","HS",24,"15-Jul-19",1,"HS - 24","control","High","HS - 15-Jul-19",33
"762","HS",24,"15-Jun-19",0,"HS - 24","control","High","HS - 15-Jun-19",9
"763","HS",24,"20-Jul-19",1,"HS - 24","control","High","HS - 20-Jul-19",37
"764","HS",24,"20-Jun-19",0,"HS - 24","control","High","HS - 20-Jun-19",11
"765","HS",24,"25-Jul-19",0,"HS - 24","control","High","HS - 25-Jul-19",43
"766","HS",24,"25-Jun-19",0,"HS - 24","control","High","HS - 25-Jun-19",13
"767","HS",24,"28-Jul-19",2,"HS - 24","control","High","HS - 28-Jul-19",48
"768","HS",24,"28-Jun-19",1,"HS - 24","control","High","HS - 28-Jun-19",18
"769","LN",1,"02-Jul-19",1,"LN - 1","70%","Low","LN - 02-Jul-19",23
"770","LN",1,"05-Jul-19",0,"LN - 1","70%","Low","LN - 05-Jul-19",26
"771","LN",1,"05-Jun-19",0,"LN - 1","70%","Low","LN - 05-Jun-19",1
"772","LN",1,"06-Jun-19",2,"LN - 1","70%","Low","LN - 06-Jun-19",2
"773","LN",1,"07-Jun-19",2,"LN - 1","70%","Low","LN - 07-Jun-19",3
"774","LN",1,"09-Jul-19",1,"LN - 1","70%","Low","LN - 09-Jul-19",30
"775","LN",1,"11-Jun-19",1,"LN - 1","70%","Low","LN - 11-Jun-19",5
"776","LN",1,"13-Jun-19",1,"LN - 1","70%","Low","LN - 13-Jun-19",7
"777","LN",1,"15-Jul-19",2,"LN - 1","70%","Low","LN - 15-Jul-19",33
"778","LN",1,"15-Jun-19",1,"LN - 1","70%","Low","LN - 15-Jun-19",9
"779","LN",1,"20-Jul-19",1,"LN - 1","70%","Low","LN - 20-Jul-19",37
"780","LN",1,"20-Jun-19",1,"LN - 1","70%","Low","LN - 20-Jun-19",11
"781","LN",1,"25-Jul-19",1,"LN - 1","70%","Low","LN - 25-Jul-19",43
"782","LN",1,"25-Jun-19",3,"LN - 1","70%","Low","LN - 25-Jun-19",13
"783","LN",1,"28-Jul-19",2,"LN - 1","70%","Low","LN - 28-Jul-19",48
"784","LN",1,"28-Jun-19",3,"LN - 1","70%","Low","LN - 28-Jun-19",18
"785","LN",2,"02-Jul-19",4,"LN - 2","30%","Low","LN - 02-Jul-19",23
"786","LN",2,"05-Jul-19",3,"LN - 2","30%","Low","LN - 05-Jul-19",26
"787","LN",2,"05-Jun-19",0,"LN - 2","30%","Low","LN - 05-Jun-19",1
"788","LN",2,"06-Jun-19",1,"LN - 2","30%","Low","LN - 06-Jun-19",2
"789","LN",2,"07-Jun-19",1,"LN - 2","30%","Low","LN - 07-Jun-19",3
"790","LN",2,"09-Jul-19",2,"LN - 2","30%","Low","LN - 09-Jul-19",30
"791","LN",2,"11-Jun-19",2,"LN - 2","30%","Low","LN - 11-Jun-19",5
"792","LN",2,"13-Jun-19",2,"LN - 2","30%","Low","LN - 13-Jun-19",7
"793","LN",2,"15-Jul-19",1,"LN - 2","30%","Low","LN - 15-Jul-19",33
"794","LN",2,"15-Jun-19",0,"LN - 2","30%","Low","LN - 15-Jun-19",9
"795","LN",2,"20-Jul-19",1,"LN - 2","30%","Low","LN - 20-Jul-19",37
"796","LN",2,"20-Jun-19",1,"LN - 2","30%","Low","LN - 20-Jun-19",11
"797","LN",2,"25-Jul-19",3,"LN - 2","30%","Low","LN - 25-Jul-19",43
"798","LN",2,"25-Jun-19",2,"LN - 2","30%","Low","LN - 25-Jun-19",13
"799","LN",2,"28-Jul-19",1,"LN - 2","30%","Low","LN - 28-Jul-19",48
"800","LN",2,"28-Jun-19",2,"LN - 2","30%","Low","LN - 28-Jun-19",18
"801","LN",3,"02-Jul-19",2,"LN - 3","70%","Low","LN - 02-Jul-19",23
"802","LN",3,"05-Jul-19",3,"LN - 3","70%","Low","LN - 05-Jul-19",26
"803","LN",3,"05-Jun-19",0,"LN - 3","70%","Low","LN - 05-Jun-19",1
"804","LN",3,"06-Jun-19",4,"LN - 3","70%","Low","LN - 06-Jun-19",2
"805","LN",3,"07-Jun-19",1,"LN - 3","70%","Low","LN - 07-Jun-19",3
"806","LN",3,"09-Jul-19",3,"LN - 3","70%","Low","LN - 09-Jul-19",30
"807","LN",3,"11-Jun-19",2,"LN - 3","70%","Low","LN - 11-Jun-19",5
"808","LN",3,"13-Jun-19",6,"LN - 3","70%","Low","LN - 13-Jun-19",7
"809","LN",3,"15-Jul-19",4,"LN - 3","70%","Low","LN - 15-Jul-19",33
"810","LN",3,"15-Jun-19",0,"LN - 3","70%","Low","LN - 15-Jun-19",9
"811","LN",3,"20-Jul-19",5,"LN - 3","70%","Low","LN - 20-Jul-19",37
"812","LN",3,"20-Jun-19",2,"LN - 3","70%","Low","LN - 20-Jun-19",11
"813","LN",3,"25-Jul-19",3,"LN - 3","70%","Low","LN - 25-Jul-19",43
"814","LN",3,"25-Jun-19",2,"LN - 3","70%","Low","LN - 25-Jun-19",13
"815","LN",3,"28-Jul-19",3,"LN - 3","70%","Low","LN - 28-Jul-19",48
"816","LN",3,"28-Jun-19",2,"LN - 3","70%","Low","LN - 28-Jun-19",18
"817","LN",4,"02-Jul-19",3,"LN - 4","100%","Low","LN - 02-Jul-19",23
"818","LN",4,"05-Jul-19",2,"LN - 4","100%","Low","LN - 05-Jul-19",26
"819","LN",4,"05-Jun-19",0,"LN - 4","100%","Low","LN - 05-Jun-19",1
"820","LN",4,"06-Jun-19",3,"LN - 4","100%","Low","LN - 06-Jun-19",2
"821","LN",4,"07-Jun-19",0,"LN - 4","100%","Low","LN - 07-Jun-19",3
"822","LN",4,"09-Jul-19",2,"LN - 4","100%","Low","LN - 09-Jul-19",30
"823","LN",4,"11-Jun-19",1,"LN - 4","100%","Low","LN - 11-Jun-19",5
"824","LN",4,"13-Jun-19",1,"LN - 4","100%","Low","LN - 13-Jun-19",7
"825","LN",4,"15-Jul-19",1,"LN - 4","100%","Low","LN - 15-Jul-19",33
"826","LN",4,"15-Jun-19",1,"LN - 4","100%","Low","LN - 15-Jun-19",9
"827","LN",4,"20-Jul-19",0,"LN - 4","100%","Low","LN - 20-Jul-19",37
"828","LN",4,"20-Jun-19",0,"LN - 4","100%","Low","LN - 20-Jun-19",11
"829","LN",4,"25-Jul-19",2,"LN - 4","100%","Low","LN - 25-Jul-19",43
"830","LN",4,"25-Jun-19",2,"LN - 4","100%","Low","LN - 25-Jun-19",13
"831","LN",4,"28-Jul-19",2,"LN - 4","100%","Low","LN - 28-Jul-19",48
"832","LN",4,"28-Jun-19",0,"LN - 4","100%","Low","LN - 28-Jun-19",18
"833","LN",5,"02-Jul-19",0,"LN - 5","50%","Low","LN - 02-Jul-19",23
"834","LN",5,"05-Jul-19",2,"LN - 5","50%","Low","LN - 05-Jul-19",26
"835","LN",5,"05-Jun-19",0,"LN - 5","50%","Low","LN - 05-Jun-19",1
"836","LN",5,"06-Jun-19",0,"LN - 5","50%","Low","LN - 06-Jun-19",2
"837","LN",5,"07-Jun-19",1,"LN - 5","50%","Low","LN - 07-Jun-19",3
"838","LN",5,"09-Jul-19",1,"LN - 5","50%","Low","LN - 09-Jul-19",30
"839","LN",5,"11-Jun-19",2,"LN - 5","50%","Low","LN - 11-Jun-19",5
"840","LN",5,"13-Jun-19",2,"LN - 5","50%","Low","LN - 13-Jun-19",7
"841","LN",5,"15-Jul-19",3,"LN - 5","50%","Low","LN - 15-Jul-19",33
"842","LN",5,"15-Jun-19",0,"LN - 5","50%","Low","LN - 15-Jun-19",9
"843","LN",5,"20-Jul-19",0,"LN - 5","50%","Low","LN - 20-Jul-19",37
"844","LN",5,"20-Jun-19",0,"LN - 5","50%","Low","LN - 20-Jun-19",11
"845","LN",5,"25-Jul-19",1,"LN - 5","50%","Low","LN - 25-Jul-19",43
"846","LN",5,"25-Jun-19",1,"LN - 5","50%","Low","LN - 25-Jun-19",13
"847","LN",5,"28-Jul-19",1,"LN - 5","50%","Low","LN - 28-Jul-19",48
"848","LN",5,"28-Jun-19",1,"LN - 5","50%","Low","LN - 28-Jun-19",18
"849","LN",6,"02-Jul-19",1,"LN - 6","50%","Low","LN - 02-Jul-19",23
"850","LN",6,"05-Jul-19",2,"LN - 6","50%","Low","LN - 05-Jul-19",26
"851","LN",6,"05-Jun-19",0,"LN - 6","50%","Low","LN - 05-Jun-19",1
"852","LN",6,"06-Jun-19",1,"LN - 6","50%","Low","LN - 06-Jun-19",2
"853","LN",6,"07-Jun-19",2,"LN - 6","50%","Low","LN - 07-Jun-19",3
"854","LN",6,"09-Jul-19",3,"LN - 6","50%","Low","LN - 09-Jul-19",30
"855","LN",6,"11-Jun-19",2,"LN - 6","50%","Low","LN - 11-Jun-19",5
"856","LN",6,"13-Jun-19",2,"LN - 6","50%","Low","LN - 13-Jun-19",7
"857","LN",6,"15-Jul-19",1,"LN - 6","50%","Low","LN - 15-Jul-19",33
"858","LN",6,"15-Jun-19",1,"LN - 6","50%","Low","LN - 15-Jun-19",9
"859","LN",6,"20-Jul-19",6,"LN - 6","50%","Low","LN - 20-Jul-19",37
"860","LN",6,"20-Jun-19",3,"LN - 6","50%","Low","LN - 20-Jun-19",11
"861","LN",6,"25-Jul-19",3,"LN - 6","50%","Low","LN - 25-Jul-19",43
"862","LN",6,"25-Jun-19",1,"LN - 6","50%","Low","LN - 25-Jun-19",13
"863","LN",6,"28-Jul-19",1,"LN - 6","50%","Low","LN - 28-Jul-19",48
"864","LN",6,"28-Jun-19",3,"LN - 6","50%","Low","LN - 28-Jun-19",18
"865","LN",7,"02-Jul-19",0,"LN - 7","0%","Low","LN - 02-Jul-19",23
"866","LN",7,"05-Jul-19",3,"LN - 7","0%","Low","LN - 05-Jul-19",26
"867","LN",7,"05-Jun-19",0,"LN - 7","0%","Low","LN - 05-Jun-19",1
"868","LN",7,"06-Jun-19",1,"LN - 7","0%","Low","LN - 06-Jun-19",2
"869","LN",7,"07-Jun-19",1,"LN - 7","0%","Low","LN - 07-Jun-19",3
"870","LN",7,"09-Jul-19",3,"LN - 7","0%","Low","LN - 09-Jul-19",30
"871","LN",7,"11-Jun-19",3,"LN - 7","0%","Low","LN - 11-Jun-19",5
"872","LN",7,"13-Jun-19",2,"LN - 7","0%","Low","LN - 13-Jun-19",7
"873","LN",7,"15-Jul-19",5,"LN - 7","0%","Low","LN - 15-Jul-19",33
"874","LN",7,"15-Jun-19",3,"LN - 7","0%","Low","LN - 15-Jun-19",9
"875","LN",7,"20-Jul-19",3,"LN - 7","0%","Low","LN - 20-Jul-19",37
"876","LN",7,"20-Jun-19",1,"LN - 7","0%","Low","LN - 20-Jun-19",11
"877","LN",7,"25-Jul-19",5,"LN - 7","0%","Low","LN - 25-Jul-19",43
"878","LN",7,"25-Jun-19",4,"LN - 7","0%","Low","LN - 25-Jun-19",13
"879","LN",7,"28-Jul-19",2,"LN - 7","0%","Low","LN - 28-Jul-19",48
"880","LN",7,"28-Jun-19",1,"LN - 7","0%","Low","LN - 28-Jun-19",18
"881","LN",8,"02-Jul-19",2,"LN - 8","control","Low","LN - 02-Jul-19",23
"882","LN",8,"05-Jul-19",2,"LN - 8","control","Low","LN - 05-Jul-19",26
"883","LN",8,"05-Jun-19",0,"LN - 8","control","Low","LN - 05-Jun-19",1
"884","LN",8,"06-Jun-19",1,"LN - 8","control","Low","LN - 06-Jun-19",2
"885","LN",8,"07-Jun-19",3,"LN - 8","control","Low","LN - 07-Jun-19",3
"886","LN",8,"09-Jul-19",2,"LN - 8","control","Low","LN - 09-Jul-19",30
"887","LN",8,"11-Jun-19",1,"LN - 8","control","Low","LN - 11-Jun-19",5
"888","LN",8,"13-Jun-19",1,"LN - 8","control","Low","LN - 13-Jun-19",7
"889","LN",8,"15-Jul-19",1,"LN - 8","control","Low","LN - 15-Jul-19",33
"890","LN",8,"15-Jun-19",2,"LN - 8","control","Low","LN - 15-Jun-19",9
"891","LN",8,"20-Jul-19",1,"LN - 8","control","Low","LN - 20-Jul-19",37
"892","LN",8,"20-Jun-19",1,"LN - 8","control","Low","LN - 20-Jun-19",11
"893","LN",8,"25-Jul-19",1,"LN - 8","control","Low","LN - 25-Jul-19",43
"894","LN",8,"25-Jun-19",3,"LN - 8","control","Low","LN - 25-Jun-19",13
"895","LN",8,"28-Jul-19",0,"LN - 8","control","Low","LN - 28-Jul-19",48
"896","LN",8,"28-Jun-19",1,"LN - 8","control","Low","LN - 28-Jun-19",18
"897","LN",9,"02-Jul-19",5,"LN - 9","100%","Low","LN - 02-Jul-19",23
"898","LN",9,"05-Jul-19",3,"LN - 9","100%","Low","LN - 05-Jul-19",26
"899","LN",9,"05-Jun-19",3,"LN - 9","100%","Low","LN - 05-Jun-19",1
"900","LN",9,"06-Jun-19",3,"LN - 9","100%","Low","LN - 06-Jun-19",2
"901","LN",9,"07-Jun-19",4,"LN - 9","100%","Low","LN - 07-Jun-19",3
"902","LN",9,"09-Jul-19",2,"LN - 9","100%","Low","LN - 09-Jul-19",30
"903","LN",9,"11-Jun-19",5,"LN - 9","100%","Low","LN - 11-Jun-19",5
"904","LN",9,"13-Jun-19",2,"LN - 9","100%","Low","LN - 13-Jun-19",7
"905","LN",9,"15-Jul-19",1,"LN - 9","100%","Low","LN - 15-Jul-19",33
"906","LN",9,"15-Jun-19",3,"LN - 9","100%","Low","LN - 15-Jun-19",9
"907","LN",9,"20-Jul-19",1,"LN - 9","100%","Low","LN - 20-Jul-19",37
"908","LN",9,"20-Jun-19",2,"LN - 9","100%","Low","LN - 20-Jun-19",11
"909","LN",9,"25-Jul-19",3,"LN - 9","100%","Low","LN - 25-Jul-19",43
"910","LN",9,"25-Jun-19",3,"LN - 9","100%","Low","LN - 25-Jun-19",13
"911","LN",9,"28-Jul-19",2,"LN - 9","100%","Low","LN - 28-Jul-19",48
"912","LN",9,"28-Jun-19",5,"LN - 9","100%","Low","LN - 28-Jun-19",18
"913","LN",10,"02-Jul-19",1,"LN - 10","control","Low","LN - 02-Jul-19",23
"914","LN",10,"05-Jul-19",2,"LN - 10","control","Low","LN - 05-Jul-19",26
"915","LN",10,"05-Jun-19",0,"LN - 10","control","Low","LN - 05-Jun-19",1
"916","LN",10,"06-Jun-19",1,"LN - 10","control","Low","LN - 06-Jun-19",2
"917","LN",10,"07-Jun-19",1,"LN - 10","control","Low","LN - 07-Jun-19",3
"918","LN",10,"09-Jul-19",1,"LN - 10","control","Low","LN - 09-Jul-19",30
"919","LN",10,"11-Jun-19",2,"LN - 10","control","Low","LN - 11-Jun-19",5
"920","LN",10,"13-Jun-19",0,"LN - 10","control","Low","LN - 13-Jun-19",7
"921","LN",10,"15-Jul-19",0,"LN - 10","control","Low","LN - 15-Jul-19",33
"922","LN",10,"15-Jun-19",1,"LN - 10","control","Low","LN - 15-Jun-19",9
"923","LN",10,"20-Jul-19",0,"LN - 10","control","Low","LN - 20-Jul-19",37
"924","LN",10,"20-Jun-19",1,"LN - 10","control","Low","LN - 20-Jun-19",11
"925","LN",10,"25-Jul-19",0,"LN - 10","control","Low","LN - 25-Jul-19",43
"926","LN",10,"25-Jun-19",1,"LN - 10","control","Low","LN - 25-Jun-19",13
