"","plot","grid_number","date","rich","plot_grid","treatment","complexity","plot_date","days_since_outplanting"
"309","HN",20,"07-Jun-19",0,"HN - 20","0%","High","HN - 07-Jun-19",3
"310","HN",20,"09-Jul-19",2,"HN - 20","0%","High","HN - 09-Jul-19",30
"311","HN",20,"11-Jun-19",1,"HN - 20","0%","High","HN - 11-Jun-19",5
"312","HN",20,"13-Jun-19",1,"HN - 20","0%","High","HN - 13-Jun-19",7
"313","HN",20,"15-Jul-19",1,"HN - 20","0%","High","HN - 15-Jul-19",33
"314","HN",20,"15-Jun-19",1,"HN - 20","0%","High","HN - 15-Jun-19",9
"315","HN",20,"20-Jul-19",1,"HN - 20","0%","High","HN - 20-Jul-19",37
"316","HN",20,"20-Jun-19",1,"HN - 20","0%","High","HN - 20-Jun-19",11
"317","HN",20,"25-Jul-19",1,"HN - 20","0%","High","HN - 25-Jul-19",43
"318","HN",20,"25-Jun-19",1,"HN - 20","0%","High","HN - 25-Jun-19",13
"319","HN",20,"28-Jul-19",1,"HN - 20","0%","High","HN - 28-Jul-19",48
"320","HN",20,"28-Jun-19",2,"HN - 20","0%","High","HN - 28-Jun-19",18
"321","HN",21,"02-Jul-19",0,"HN - 21","70%","High","HN - 02-Jul-19",23
"322","HN",21,"05-Jul-19",1,"HN - 21","70%","High","HN - 05-Jul-19",26
"323","HN",21,"05-Jun-19",1,"HN - 21","70%","High","HN - 05-Jun-19",1
"324","HN",21,"06-Jun-19",1,"HN - 21","70%","High","HN - 06-Jun-19",2
"325","HN",21,"07-Jun-19",0,"HN - 21","70%","High","HN - 07-Jun-19",3
"326","HN",21,"09-Jul-19",1,"HN - 21","70%","High","HN - 09-Jul-19",30
"327","HN",21,"11-Jun-19",2,"HN - 21","70%","High","HN - 11-Jun-19",5
"328","HN",21,"13-Jun-19",4,"HN - 21","70%","High","HN - 13-Jun-19",7
"329","HN",21,"15-Jul-19",0,"HN - 21","70%","High","HN - 15-Jul-19",33
"330","HN",21,"15-Jun-19",1,"HN - 21","70%","High","HN - 15-Jun-19",9
"331","HN",21,"20-Jul-19",1,"HN - 21","70%","High","HN - 20-Jul-19",37
"332","HN",21,"20-Jun-19",0,"HN - 21","70%","High","HN - 20-Jun-19",11
"333","HN",21,"25-Jul-19",0,"HN - 21","70%","High","HN - 25-Jul-19",43
"334","HN",21,"25-Jun-19",1,"HN - 21","70%","High","HN - 25-Jun-19",13
"335","HN",21,"28-Jul-19",1,"HN - 21","70%","High","HN - 28-Jul-19",48
"336","HN",21,"28-Jun-19",0,"HN - 21","70%","High","HN - 28-Jun-19",18
"337","HN",22,"02-Jul-19",1,"HN - 22","50%","High","HN - 02-Jul-19",23
"338","HN",22,"05-Jul-19",0,"HN - 22","50%","High","HN - 05-Jul-19",26
"339","HN",22,"05-Jun-19",2,"HN - 22","50%","High","HN - 05-Jun-19",1
"340","HN",22,"06-Jun-19",1,"HN - 22","50%","High","HN - 06-Jun-19",2
"341","HN",22,"07-Jun-19",1,"HN - 22","50%","High","HN - 07-Jun-19",3
"342","HN",22,"09-Jul-19",1,"HN - 22","50%","High","HN - 09-Jul-19",30
"343","HN",22,"11-Jun-19",2,"HN - 22","50%","High","HN - 11-Jun-19",5
"344","HN",22,"13-Jun-19",0,"HN - 22","50%","High","HN - 13-Jun-19",7
"345","HN",22,"15-Jul-19",2,"HN - 22","50%","High","HN - 15-Jul-19",33
"346","HN",22,"15-Jun-19",0,"HN - 22","50%","High","HN - 15-Jun-19",9
"347","HN",22,"20-Jul-19",3,"HN - 22","50%","High","HN - 20-Jul-19",37
"348","HN",22,"20-Jun-19",1,"HN - 22","50%","High","HN - 20-Jun-19",11
"349","HN",22,"25-Jul-19",0,"HN - 22","50%","High","HN - 25-Jul-19",43
"350","HN",22,"25-Jun-19",0,"HN - 22","50%","High","HN - 25-Jun-19",13
"351","HN",22,"28-Jul-19",0,"HN - 22","50%","High","HN - 28-Jul-19",48
"352","HN",22,"28-Jun-19",0,"HN - 22","50%","High","HN - 28-Jun-19",18
"353","HN",23,"02-Jul-19",3,"HN - 23","100%","High","HN - 02-Jul-19",23
"354","HN",23,"05-Jul-19",2,"HN - 23","100%","High","HN - 05-Jul-19",26
"355","HN",23,"05-Jun-19",2,"HN - 23","100%","High","HN - 05-Jun-19",1
"356","HN",23,"06-Jun-19",1,"HN - 23","100%","High","HN - 06-Jun-19",2
"357","HN",23,"07-Jun-19",3,"HN - 23","100%","High","HN - 07-Jun-19",3
"358","HN",23,"09-Jul-19",1,"HN - 23","100%","High","HN - 09-Jul-19",30
"359","HN",23,"11-Jun-19",1,"HN - 23","100%","High","HN - 11-Jun-19",5
"360","HN",23,"13-Jun-19",3,"HN - 23","100%","High","HN - 13-Jun-19",7
"361","HN",23,"15-Jul-19",1,"HN - 23","100%","High","HN - 15-Jul-19",33
"362","HN",23,"15-Jun-19",3,"HN - 23","100%","High","HN - 15-Jun-19",9
"363","HN",23,"20-Jul-19",5,"HN - 23","100%","High","HN - 20-Jul-19",37
"364","HN",23,"20-Jun-19",3,"HN - 23","100%","High","HN - 20-Jun-19",11
"365","HN",23,"25-Jul-19",1,"HN - 23","100%","High","HN - 25-Jul-19",43
"366","HN",23,"25-Jun-19",1,"HN - 23","100%","High","HN - 25-Jun-19",13
"367","HN",23,"28-Jul-19",5,"HN - 23","100%","High","HN - 28-Jul-19",48
"368","HN",23,"28-Jun-19",3,"HN - 23","100%","High","HN - 28-Jun-19",18
"369","HN",24,"02-Jul-19",1,"HN - 24","0%","High","HN - 02-Jul-19",23
"370","HN",24,"05-Jul-19",1,"HN - 24","0%","High","HN - 05-Jul-19",26
"371","HN",24,"05-Jun-19",3,"HN - 24","0%","High","HN - 05-Jun-19",1
"372","HN",24,"06-Jun-19",2,"HN - 24","0%","High","HN - 06-Jun-19",2
"373","HN",24,"07-Jun-19",3,"HN - 24","0%","High","HN - 07-Jun-19",3
"374","HN",24,"09-Jul-19",0,"HN - 24","0%","High","HN - 09-Jul-19",30
"375","HN",24,"11-Jun-19",2,"HN - 24","0%","High","HN - 11-Jun-19",5
"376","HN",24,"13-Jun-19",1,"HN - 24","0%","High","HN - 13-Jun-19",7
"377","HN",24,"15-Jul-19",1,"HN - 24","0%","High","HN - 15-Jul-19",33
"378","HN",24,"15-Jun-19",0,"HN - 24","0%","High","HN - 15-Jun-19",9
"379","HN",24,"20-Jul-19",2,"HN - 24","0%","High","HN - 20-Jul-19",37
"380","HN",24,"20-Jun-19",0,"HN - 24","0%","High","HN - 20-Jun-19",11
"381","HN",24,"25-Jul-19",1,"HN - 24","0%","High","HN - 25-Jul-19",43
"382","HN",24,"25-Jun-19",2,"HN - 24","0%","High","HN - 25-Jun-19",13
"383","HN",24,"28-Jul-19",1,"HN - 24","0%","High","HN - 28-Jul-19",48
"384","HN",24,"28-Jun-19",1,"HN - 24","0%","High","HN - 28-Jun-19",18
"385","HS",1,"02-Jul-19",0,"HS - 1","50%","High","HS - 02-Jul-19",23
"386","HS",1,"05-Jul-19",1,"HS - 1","50%","High","HS - 05-Jul-19",26
"387","HS",1,"05-Jun-19",0,"HS - 1","50%","High","HS - 05-Jun-19",1
"388","HS",1,"06-Jun-19",2,"HS - 1","50%","High","HS - 06-Jun-19",2
"389","HS",1,"07-Jun-19",2,"HS - 1","50%","High","HS - 07-Jun-19",3
"390","HS",1,"09-Jul-19",0,"HS - 1","50%","High","HS - 09-Jul-19",30
"391","HS",1,"11-Jun-19",0,"HS - 1","50%","High","HS - 11-Jun-19",5
"392","HS",1,"13-Jun-19",0,"HS - 1","50%","High","HS - 13-Jun-19",7
"393","HS",1,"15-Jul-19",1,"HS - 1","50%","High","HS - 15-Jul-19",33
"394","HS",1,"15-Jun-19",2,"HS - 1","50%","High","HS - 15-Jun-19",9
"395","HS",1,"20-Jul-19",1,"HS - 1","50%","High","HS - 20-Jul-19",37
"396","HS",1,"20-Jun-19",1,"HS - 1","50%","High","HS - 20-Jun-19",11
"397","HS",1,"25-Jul-19",2,"HS - 1","50%","High","HS - 25-Jul-19",43
"398","HS",1,"25-Jun-19",2,"HS - 1","50%","High","HS - 25-Jun-19",13
"399","HS",1,"28-Jul-19",1,"HS - 1","50%","High","HS - 28-Jul-19",48
"400","HS",1,"28-Jun-19",0,"HS - 1","50%","High","HS - 28-Jun-19",18
"401","HS",2,"02-Jul-19",1,"HS - 2","control","High","HS - 02-Jul-19",23
"402","HS",2,"05-Jul-19",2,"HS - 2","control","High","HS - 05-Jul-19",26
"403","HS",2,"05-Jun-19",0,"HS - 2","control","High","HS - 05-Jun-19",1
"404","HS",2,"06-Jun-19",2,"HS - 2","control","High","HS - 06-Jun-19",2
"405","HS",2,"07-Jun-19",2,"HS - 2","control","High","HS - 07-Jun-19",3
"406","HS",2,"09-Jul-19",2,"HS - 2","control","High","HS - 09-Jul-19",30
"407","HS",2,"11-Jun-19",0,"HS - 2","control","High","HS - 11-Jun-19",5
"408","HS",2,"13-Jun-19",0,"HS - 2","control","High","HS - 13-Jun-19",7
"409","HS",2,"15-Jul-19",1,"HS - 2","control","High","HS - 15-Jul-19",33
"410","HS",2,"15-Jun-19",1,"HS - 2","control","High","HS - 15-Jun-19",9
"411","HS",2,"20-Jul-19",1,"HS - 2","control","High","HS - 20-Jul-19",37
"412","HS",2,"20-Jun-19",2,"HS - 2","control","High","HS - 20-Jun-19",11
"413","HS",2,"25-Jul-19",1,"HS - 2","control","High","HS - 25-Jul-19",43
"414","HS",2,"25-Jun-19",1,"HS - 2","control","High","HS - 25-Jun-19",13
"415","HS",2,"28-Jul-19",1,"HS - 2","control","High","HS - 28-Jul-19",48
"416","HS",2,"28-Jun-19",2,"HS - 2","control","High","HS - 28-Jun-19",18
"417","HS",3,"02-Jul-19",0,"HS - 3","50%","High","HS - 02-Jul-19",23
"418","HS",3,"05-Jul-19",2,"HS - 3","50%","High","HS - 05-Jul-19",26
"419","HS",3,"05-Jun-19",0,"HS - 3","50%","High","HS - 05-Jun-19",1
"420","HS",3,"06-Jun-19",1,"HS - 3","50%","High","HS - 06-Jun-19",2
"421","HS",3,"07-Jun-19",2,"HS - 3","50%","High","HS - 07-Jun-19",3
"422","HS",3,"09-Jul-19",1,"HS - 3","50%","High","HS - 09-Jul-19",30
"423","HS",3,"11-Jun-19",2,"HS - 3","50%","High","HS - 11-Jun-19",5
"424","HS",3,"13-Jun-19",1,"HS - 3","50%","High","HS - 13-Jun-19",7
"425","HS",3,"15-Jul-19",1,"HS - 3","50%","High","HS - 15-Jul-19",33
"426","HS",3,"15-Jun-19",0,"HS - 3","50%","High","HS - 15-Jun-19",9
"427","HS",3,"20-Jul-19",2,"HS - 3","50%","High","HS - 20-Jul-19",37
"428","HS",3,"20-Jun-19",1,"HS - 3","50%","High","HS - 20-Jun-19",11
"429","HS",3,"25-Jul-19",2,"HS - 3","50%","High","HS - 25-Jul-19",43
"430","HS",3,"25-Jun-19",1,"HS - 3","50%","High","HS - 25-Jun-19",13
"431","HS",3,"28-Jul-19",1,"HS - 3","50%","High","HS - 28-Jul-19",48
"432","HS",3,"28-Jun-19",2,"HS - 3","50%","High","HS - 28-Jun-19",18
"433","HS",4,"02-Jul-19",1,"HS - 4","70%","High","HS - 02-Jul-19",23
"434","HS",4,"05-Jul-19",0,"HS - 4","70%","High","HS - 05-Jul-19",26
"435","HS",4,"05-Jun-19",1,"HS - 4","70%","High","HS - 05-Jun-19",1
"436","HS",4,"06-Jun-19",0,"HS - 4","70%","High","HS - 06-Jun-19",2
"437","HS",4,"07-Jun-19",0,"HS - 4","70%","High","HS - 07-Jun-19",3
"438","HS",4,"09-Jul-19",1,"HS - 4","70%","High","HS - 09-Jul-19",30
"439","HS",4,"11-Jun-19",1,"HS - 4","70%","High","HS - 11-Jun-19",5
"440","HS",4,"13-Jun-19",2,"HS - 4","70%","High","HS - 13-Jun-19",7
"441","HS",4,"15-Jul-19",1,"HS - 4","70%","High","HS - 15-Jul-19",33
"442","HS",4,"15-Jun-19",1,"HS - 4","70%","High","HS - 15-Jun-19",9
"443","HS",4,"20-Jul-19",1,"HS - 4","70%","High","HS - 20-Jul-19",37
"444","HS",4,"20-Jun-19",0,"HS - 4","70%","High","HS - 20-Jun-19",11
"445","HS",4,"25-Jul-19",1,"HS - 4","70%","High","HS - 25-Jul-19",43
"446","HS",4,"25-Jun-19",1,"HS - 4","70%","High","HS - 25-Jun-19",13
"447","HS",4,"28-Jul-19",0,"HS - 4","70%","High","HS - 28-Jul-19",48
"448","HS",4,"28-Jun-19",0,"HS - 4","70%","High","HS - 28-Jun-19",18
"449","HS",5,"02-Jul-19",1,"HS - 5","control","High","HS - 02-Jul-19",23
"450","HS",5,"05-Jul-19",1,"HS - 5","control","High","HS - 05-Jul-19",26
"451","HS",5,"05-Jun-19",0,"HS - 5","control","High","HS - 05-Jun-19",1
"452","HS",5,"06-Jun-19",0,"HS - 5","control","High","HS - 06-Jun-19",2
"453","HS",5,"07-Jun-19",1,"HS - 5","control","High","HS - 07-Jun-19",3
"454","HS",5,"09-Jul-19",3,"HS - 5","control","High","HS - 09-Jul-19",30
"455","HS",5,"11-Jun-19",0,"HS - 5","control","High","HS - 11-Jun-19",5
"456","HS",5,"13-Jun-19",0,"HS - 5","control","High","HS - 13-Jun-19",7
"457","HS",5,"15-Jul-19",1,"HS - 5","control","High","HS - 15-Jul-19",33
"458","HS",5,"15-Jun-19",0,"HS - 5","control","High","HS - 15-Jun-19",9
"459","HS",5,"20-Jul-19",1,"HS - 5","control","High","HS - 20-Jul-19",37
"460","HS",5,"20-Jun-19",2,"HS - 5","control","High","HS - 20-Jun-19",11
"461","HS",5,"25-Jul-19",0,"HS - 5","control","High","HS - 25-Jul-19",43
"462","HS",5,"25-Jun-19",1,"HS - 5","control","High","HS - 25-Jun-19",13
"463","HS",5,"28-Jul-19",1,"HS - 5","control","High","HS - 28-Jul-19",48
"464","HS",5,"28-Jun-19",0,"HS - 5","control","High","HS - 28-Jun-19",18
"465","HS",6,"02-Jul-19",2,"HS - 6","50%","High","HS - 02-Jul-19",23
"466","HS",6,"05-Jul-19",0,"HS - 6","50%","High","HS - 05-Jul-19",26
"467","HS",6,"05-Jun-19",0,"HS - 6","50%","High","HS - 05-Jun-19",1
"468","HS",6,"06-Jun-19",1,"HS - 6","50%","High","HS - 06-Jun-19",2
"469","HS",6,"07-Jun-19",1,"HS - 6","50%","High","HS - 07-Jun-19",3
"470","HS",6,"09-Jul-19",1,"HS - 6","50%","High","HS - 09-Jul-19",30
"471","HS",6,"11-Jun-19",0,"HS - 6","50%","High","HS - 11-Jun-19",5
"472","HS",6,"13-Jun-19",1,"HS - 6","50%","High","HS - 13-Jun-19",7
"473","HS",6,"15-Jul-19",2,"HS - 6","50%","High","HS - 15-Jul-19",33
"474","HS",6,"15-Jun-19",0,"HS - 6","50%","High","HS - 15-Jun-19",9
"475","HS",6,"20-Jul-19",1,"HS - 6","50%","High","HS - 20-Jul-19",37
"476","HS",6,"20-Jun-19",0,"HS - 6","50%","High","HS - 20-Jun-19",11
"477","HS",6,"25-Jul-19",1,"HS - 6","50%","High","HS - 25-Jul-19",43
"478","HS",6,"25-Jun-19",3,"HS - 6","50%","High","HS - 25-Jun-19",13
"479","HS",6,"28-Jul-19",1,"HS - 6","50%","High","HS - 28-Jul-19",48
"480","HS",6,"28-Jun-19",1,"HS - 6","50%","High","HS - 28-Jun-19",18
"481","HS",7,"02-Jul-19",2,"HS - 7","30%","High","HS - 02-Jul-19",23
"482","HS",7,"05-Jul-19",1,"HS - 7","30%","High","HS - 05-Jul-19",26
"483","HS",7,"05-Jun-19",0,"HS - 7","30%","High","HS - 05-Jun-19",1
"484","HS",7,"06-Jun-19",0,"HS - 7","30%","High","HS - 06-Jun-19",2
"485","HS",7,"07-Jun-19",0,"HS - 7","30%","High","HS - 07-Jun-19",3
"486","HS",7,"09-Jul-19",0,"HS - 7","30%","High","HS - 09-Jul-19",30
"487","HS",7,"11-Jun-19",0,"HS - 7","30%","High","HS - 11-Jun-19",5
"488","HS",7,"13-Jun-19",0,"HS - 7","30%","High","HS - 13-Jun-19",7
"489","HS",7,"15-Jul-19",0,"HS - 7","30%","High","HS - 15-Jul-19",33
"490","HS",7,"15-Jun-19",0,"HS - 7","30%","High","HS - 15-Jun-19",9
"491","HS",7,"20-Jul-19",4,"HS - 7","30%","High","HS - 20-Jul-19",37
"492","HS",7,"20-Jun-19",0,"HS - 7","30%","High","HS - 20-Jun-19",11
"493","HS",7,"25-Jul-19",1,"HS - 7","30%","High","HS - 25-Jul-19",43
"494","HS",7,"25-Jun-19",1,"HS - 7","30%","High","HS - 25-Jun-19",13
"495","HS",7,"28-Jul-19",2,"HS - 7","30%","High","HS - 28-Jul-19",48
"496","HS",7,"28-Jun-19",1,"HS - 7","30%","High","HS - 28-Jun-19",18
"497","HS",8,"02-Jul-19",3,"HS - 8","70%","High","HS - 02-Jul-19",23
"498","HS",8,"05-Jul-19",2,"HS - 8","70%","High","HS - 05-Jul-19",26
"499","HS",8,"05-Jun-19",1,"HS - 8","70%","High","HS - 05-Jun-19",1
"500","HS",8,"06-Jun-19",0,"HS - 8","70%","High","HS - 06-Jun-19",2
"501","HS",8,"07-Jun-19",4,"HS - 8","70%","High","HS - 07-Jun-19",3
"502","HS",8,"09-Jul-19",3,"HS - 8","70%","High","HS - 09-Jul-19",30
"503","HS",8,"11-Jun-19",3,"HS - 8","70%","High","HS - 11-Jun-19",5
"504","HS",8,"13-Jun-19",2,"HS - 8","70%","High","HS - 13-Jun-19",7
"505","HS",8,"15-Jul-19",2,"HS - 8","70%","High","HS - 15-Jul-19",33
"506","HS",8,"15-Jun-19",1,"HS - 8","70%","High","HS - 15-Jun-19",9
"507","HS",8,"20-Jul-19",3,"HS - 8","70%","High","HS - 20-Jul-19",37
"508","HS",8,"20-Jun-19",0,"HS - 8","70%","High","HS - 20-Jun-19",11
"509","HS",8,"25-Jul-19",3,"HS - 8","70%","High","HS - 25-Jul-19",43
"510","HS",8,"25-Jun-19",0,"HS - 8","70%","High","HS - 25-Jun-19",13
"511","HS",8,"28-Jul-19",5,"HS - 8","70%","High","HS - 28-Jul-19",48
"512","HS",8,"28-Jun-19",1,"HS - 8","70%","High","HS - 28-Jun-19",18
"513","HS",9,"02-Jul-19",1,"HS - 9","30%","High","HS - 02-Jul-19",23
"514","HS",9,"05-Jul-19",3,"HS - 9","30%","High","HS - 05-Jul-19",26
"515","HS",9,"05-Jun-19",0,"HS - 9","30%","High","HS - 05-Jun-19",1
"516","HS",9,"06-Jun-19",3,"HS - 9","30%","High","HS - 06-Jun-19",2
"517","HS",9,"07-Jun-19",2,"HS - 9","30%","High","HS - 07-Jun-19",3
"518","HS",9,"09-Jul-19",4,"HS - 9","30%","High","HS - 09-Jul-19",30
"519","HS",9,"11-Jun-19",3,"HS - 9","30%","High","HS - 11-Jun-19",5
"520","HS",9,"13-Jun-19",3,"HS - 9","30%","High","HS - 13-Jun-19",7
"521","HS",9,"15-Jul-19",3,"HS - 9","30%","High","HS - 15-Jul-19",33
"522","HS",9,"15-Jun-19",1,"HS - 9","30%","High","HS - 15-Jun-19",9
"523","HS",9,"20-Jul-19",3,"HS - 9","30%","High","HS - 20-Jul-19",37
"524","HS",9,"20-Jun-19",5,"HS - 9","30%","High","HS - 20-Jun-19",11
"525","HS",9,"25-Jul-19",3,"HS - 9","30%","High","HS - 25-Jul-19",43
"526","HS",9,"25-Jun-19",2,"HS - 9","30%","High","HS - 25-Jun-19",13
"527","HS",9,"28-Jul-19",2,"HS - 9","30%","High","HS - 28-Jul-19",48
"528","HS",9,"28-Jun-19",2,"HS - 9","30%","High","HS - 28-Jun-19",18
"529","HS",10,"02-Jul-19",1,"HS - 10","0%","High","HS - 02-Jul-19",23
"530","HS",10,"05-Jul-19",3,"HS - 10","0%","High","HS - 05-Jul-19",26
"531","HS",10,"05-Jun-19",0,"HS - 10","0%","High","HS - 05-Jun-19",1
"532","HS",10,"06-Jun-19",0,"HS - 10","0%","High","HS - 06-Jun-19",2
"533","HS",10,"07-Jun-19",2,"HS - 10","0%","High","HS - 07-Jun-19",3
"534","HS",10,"09-Jul-19",1,"HS - 10","0%","High","HS - 09-Jul-19",30
"535","HS",10,"11-Jun-19",2,"HS - 10","0%","High","HS - 11-Jun-19",5
"536","HS",10,"13-Jun-19",0,"HS - 10","0%","High","HS - 13-Jun-19",7
"537","HS",10,"15-Jul-19",2,"HS - 10","0%","High","HS - 15-Jul-19",33
"538","HS",10,"15-Jun-19",0,"HS - 10","0%","High","HS - 15-Jun-19",9
"539","HS",10,"20-Jul-19",2,"HS - 10","0%","High","HS - 20-Jul-19",37
"540","HS",10,"20-Jun-19",0,"HS - 10","0%","High","HS - 20-Jun-19",11
"541","HS",10,"25-Jul-19",0,"HS - 10","0%","High","HS - 25-Jul-19",43
"542","HS",10,"25-Jun-19",0,"HS - 10","0%","High","HS - 25-Jun-19",13
"543","HS",10,"28-Jul-19",2,"HS - 10","0%","High","HS - 28-Jul-19",48
"544","HS",10,"28-Jun-19",1,"HS - 10","0%","High","HS - 28-Jun-19",18
"545","HS",11,"02-Jul-19",2,"HS - 11","50%","High","HS - 02-Jul-19",23
"546","HS",11,"05-Jul-19",0,"HS - 11","50%","High","HS - 05-Jul-19",26
"547","HS",11,"05-Jun-19",0,"HS - 11","50%","High","HS - 05-Jun-19",1
"548","HS",11,"06-Jun-19",0,"HS - 11","50%","High","HS - 06-Jun-19",2
"549","HS",11,"07-Jun-19",1,"HS - 11","50%","High","HS - 07-Jun-19",3
"550","HS",11,"09-Jul-19",1,"HS - 11","50%","High","HS - 09-Jul-19",30
"551","HS",11,"11-Jun-19",1,"HS - 11","50%","High","HS - 11-Jun-19",5
"552","HS",11,"13-Jun-19",2,"HS - 11","50%","High","HS - 13-Jun-19",7
"553","HS",11,"15-Jul-19",3,"HS - 11","50%","High","HS - 15-Jul-19",33
"554","HS",11,"15-Jun-19",0,"HS - 11","50%","High","HS - 15-Jun-19",9
"555","HS",11,"20-Jul-19",2,"HS - 11","50%","High","HS - 20-Jul-19",37
"556","HS",11,"20-Jun-19",1,"HS - 11","50%","High","HS - 20-Jun-19",11
"557","HS",11,"25-Jul-19",1,"HS - 11","50%","High","HS - 25-Jul-19",43
"558","HS",11,"25-Jun-19",0,"HS - 11","50%","High","HS - 25-Jun-19",13
"559","HS",11,"28-Jul-19",2,"HS - 11","50%","High","HS - 28-Jul-19",48
"560","HS",11,"28-Jun-19",2,"HS - 11","50%","High","HS - 28-Jun-19",18
"561","HS",12,"02-Jul-19",4,"HS - 12","0%","High","HS - 02-Jul-19",23
"562","HS",12,"05-Jul-19",1,"HS - 12","0%","High","HS - 05-Jul-19",26
"563","HS",12,"05-Jun-19",1,"HS - 12","0%","High","HS - 05-Jun-19",1
"564","HS",12,"06-Jun-19",1,"HS - 12","0%","High","HS - 06-Jun-19",2
"565","HS",12,"07-Jun-19",1,"HS - 12","0%","High","HS - 07-Jun-19",3
"566","HS",12,"09-Jul-19",4,"HS - 12","0%","High","HS - 09-Jul-19",30
"567","HS",12,"11-Jun-19",2,"HS - 12","0%","High","HS - 11-Jun-19",5
"568","HS",12,"13-Jun-19",0,"HS - 12","0%","High","HS - 13-Jun-19",7
"569","HS",12,"15-Jul-19",4,"HS - 12","0%","High","HS - 15-Jul-19",33
"570","HS",12,"15-Jun-19",4,"HS - 12","0%","High","HS - 15-Jun-19",9
"571","HS",12,"20-Jul-19",3,"HS - 12","0%","High","HS - 20-Jul-19",37
"572","HS",12,"20-Jun-19",2,"HS - 12","0%","High","HS - 20-Jun-19",11
"573","HS",12,"25-Jul-19",3,"HS - 12","0%","High","HS - 25-Jul-19",43
"574","HS",12,"25-Jun-19",1,"HS - 12","0%","High","HS - 25-Jun-19",13
"575","HS",12,"28-Jul-19",1,"HS - 12","0%","High","HS - 28-Jul-19",48
"576","HS",12,"28-Jun-19",0,"HS - 12","0%","High","HS - 28-Jun-19",18
"577","HS",13,"02-Jul-19",2,"HS - 13","control","High","HS - 02-Jul-19",23
"578","HS",13,"05-Jul-19",0,"HS - 13","control","High","HS - 05-Jul-19",26
"579","HS",13,"05-Jun-19",1,"HS - 13","control","High","HS - 05-Jun-19",1
"580","HS",13,"06-Jun-19",3,"HS - 13","control","High","HS - 06-Jun-19",2
"581","HS",13,"07-Jun-19",1,"HS - 13","control","High","HS - 07-Jun-19",3
"582","HS",13,"09-Jul-19",2,"HS - 13","control","High","HS - 09-Jul-19",30
"583","HS",13,"11-Jun-19",1,"HS - 13","control","High","HS - 11-Jun-19",5
"584","HS",13,"13-Jun-19",1,"HS - 13","control","High","HS - 13-Jun-19",7
"585","HS",13,"15-Jul-19",0,"HS - 13","control","High","HS - 15-Jul-19",33
"586","HS",13,"15-Jun-19",1,"HS - 13","control","High","HS - 15-Jun-19",9
"587","HS",13,"20-Jul-19",1,"HS - 13","control","High","HS - 20-Jul-19",37
"588","HS",13,"20-Jun-19",1,"HS - 13","control","High","HS - 20-Jun-19",11
"589","HS",13,"25-Jul-19",2,"HS - 13","control","High","HS - 25-Jul-19",43
"590","HS",13,"25-Jun-19",1,"HS - 13","control","High","HS - 25-Jun-19",13
"591","HS",13,"28-Jul-19",1,"HS - 13","control","High","HS - 28-Jul-19",48
"592","HS",13,"28-Jun-19",2,"HS - 13","control","High","HS - 28-Jun-19",18
"593","HS",14,"02-Jul-19",3,"HS - 14","100%","High","HS - 02-Jul-19",23
"594","HS",14,"05-Jul-19",0,"HS - 14","100%","High","HS - 05-Jul-19",26
"595","HS",14,"05-Jun-19",0,"HS - 14","100%","High","HS - 05-Jun-19",1
"596","HS",14,"06-Jun-19",0,"HS - 14","100%","High","HS - 06-Jun-19",2
"597","HS",14,"07-Jun-19",0,"HS - 14","100%","High","HS - 07-Jun-19",3
"598","HS",14,"09-Jul-19",2,"HS - 14","100%","High","HS - 09-Jul-19",30
"599","HS",14,"11-Jun-19",0,"HS - 14","100%","High","HS - 11-Jun-19",5
"600","HS",14,"13-Jun-19",0,"HS - 14","100%","High","HS - 13-Jun-19",7
"601","HS",14,"15-Jul-19",1,"HS - 14","100%","High","HS - 15-Jul-19",33
"602","HS",14,"15-Jun-19",2,"HS - 14","100%","High","HS - 15-Jun-19",9
"603","HS",14,"20-Jul-19",1,"HS - 14","100%","High","HS - 20-Jul-19",37
"604","HS",14,"20-Jun-19",1,"HS - 14","100%","High","HS - 20-Jun-19",11
"605","HS",14,"25-Jul-19",2,"HS - 14","100%","High","HS - 25-Jul-19",43
"606","HS",14,"25-Jun-19",2,"HS - 14","100%","High","HS - 25-Jun-19",13
"607","HS",14,"28-Jul-19",0,"HS - 14","100%","High","HS - 28-Jul-19",48
"608","HS",14,"28-Jun-19",0,"HS - 14","100%","High","HS - 28-Jun-19",18
"609","HS",15,"02-Jul-19",0,"HS - 15","30%","High","HS - 02-Jul-19",23
"610","HS",15,"05-Jul-19",0,"HS - 15","30%","High","HS - 05-Jul-19",26
"611","HS",15,"05-Jun-19",0,"HS - 15","30%","High","HS - 05-Jun-19",1
"612","HS",15,"06-Jun-19",0,"HS - 15","30%","High","HS - 06-Jun-19",2
"613","HS",15,"07-Jun-19",3,"HS - 15","30%","High","HS - 07-Jun-19",3
"614","HS",15,"09-Jul-19",0,"HS - 15","30%","High","HS - 09-Jul-19",30
"615","HS",15,"11-Jun-19",0,"HS - 15","30%","High","HS - 11-Jun-19",5
"616","HS",15,"13-Jun-19",1,"HS - 15","30%","High","HS - 13-Jun-19",7
"617","HS",15,"15-Jul-19",0,"HS - 15","30%","High","HS - 15-Jul-19",33
"618","HS",15,"15-Jun-19",1,"HS - 15","30%","High","HS - 15-Jun-19",9
"619","HS",15,"20-Jul-19",2,"HS - 15","30%","High","HS - 20-Jul-19",37
