plot,grid_number,date,abundance,plot_grid,treatment,complexity,plot_date,days_since_outplanting
HS,20,13-Jun-19,0,HS - 20,0%,High,HS - 13-Jun-19,7
HS,20,15-Jul-19,1,HS - 20,0%,High,HS - 15-Jul-19,33
HS,20,15-Jun-19,1,HS - 20,0%,High,HS - 15-Jun-19,9
HS,20,20-Jul-19,11,HS - 20,0%,High,HS - 20-Jul-19,37
HS,20,20-Jun-19,4,HS - 20,0%,High,HS - 20-Jun-19,11
HS,20,25-Jul-19,4,HS - 20,0%,High,HS - 25-Jul-19,43
HS,20,25-Jun-19,12,HS - 20,0%,High,HS - 25-Jun-19,13
HS,20,28-Jul-19,4,HS - 20,0%,High,HS - 28-Jul-19,48
HS,20,28-Jun-19,15,HS - 20,0%,High,HS - 28-Jun-19,18
HS,21,02-Jul-19,0,HS - 21,30%,High,HS - 02-Jul-19,23
HS,21,05-Jul-19,0,HS - 21,30%,High,HS - 05-Jul-19,26
HS,21,05-Jun-19,0,HS - 21,30%,High,HS - 05-Jun-19,1
HS,21,06-Jun-19,0,HS - 21,30%,High,HS - 06-Jun-19,2
HS,21,07-Jun-19,0,HS - 21,30%,High,HS - 07-Jun-19,3
HS,21,09-Jul-19,0,HS - 21,30%,High,HS - 09-Jul-19,30
HS,21,11-Jun-19,0,HS - 21,30%,High,HS - 11-Jun-19,5
HS,21,13-Jun-19,0,HS - 21,30%,High,HS - 13-Jun-19,7
HS,21,15-Jul-19,0,HS - 21,30%,High,HS - 15-Jul-19,33
HS,21,15-Jun-19,0,HS - 21,30%,High,HS - 15-Jun-19,9
HS,21,20-Jul-19,0,HS - 21,30%,High,HS - 20-Jul-19,37
HS,21,20-Jun-19,6,HS - 21,30%,High,HS - 20-Jun-19,11
HS,21,25-Jul-19,0,HS - 21,30%,High,HS - 25-Jul-19,43
HS,21,25-Jun-19,1,HS - 21,30%,High,HS - 25-Jun-19,13
HS,21,28-Jul-19,1,HS - 21,30%,High,HS - 28-Jul-19,48
HS,21,28-Jun-19,3,HS - 21,30%,High,HS - 28-Jun-19,18
HS,22,02-Jul-19,1,HS - 22,100%,High,HS - 02-Jul-19,23
HS,22,05-Jul-19,0,HS - 22,100%,High,HS - 05-Jul-19,26
HS,22,05-Jun-19,0,HS - 22,100%,High,HS - 05-Jun-19,1
HS,22,06-Jun-19,0,HS - 22,100%,High,HS - 06-Jun-19,2
HS,22,07-Jun-19,0,HS - 22,100%,High,HS - 07-Jun-19,3
HS,22,09-Jul-19,1,HS - 22,100%,High,HS - 09-Jul-19,30
HS,22,11-Jun-19,1,HS - 22,100%,High,HS - 11-Jun-19,5
HS,22,13-Jun-19,0,HS - 22,100%,High,HS - 13-Jun-19,7
HS,22,15-Jul-19,0,HS - 22,100%,High,HS - 15-Jul-19,33
HS,22,15-Jun-19,2,HS - 22,100%,High,HS - 15-Jun-19,9
HS,22,20-Jul-19,5,HS - 22,100%,High,HS - 20-Jul-19,37
HS,22,20-Jun-19,0,HS - 22,100%,High,HS - 20-Jun-19,11
HS,22,25-Jul-19,0,HS - 22,100%,High,HS - 25-Jul-19,43
HS,22,25-Jun-19,3,HS - 22,100%,High,HS - 25-Jun-19,13
HS,22,28-Jul-19,5,HS - 22,100%,High,HS - 28-Jul-19,48
HS,22,28-Jun-19,0,HS - 22,100%,High,HS - 28-Jun-19,18
HS,23,02-Jul-19,4,HS - 23,70%,High,HS - 02-Jul-19,23
HS,23,05-Jul-19,1,HS - 23,70%,High,HS - 05-Jul-19,26
HS,23,05-Jun-19,1,HS - 23,70%,High,HS - 05-Jun-19,1
HS,23,06-Jun-19,2,HS - 23,70%,High,HS - 06-Jun-19,2
HS,23,07-Jun-19,1,HS - 23,70%,High,HS - 07-Jun-19,3
HS,23,09-Jul-19,2,HS - 23,70%,High,HS - 09-Jul-19,30
HS,23,11-Jun-19,2,HS - 23,70%,High,HS - 11-Jun-19,5
HS,23,13-Jun-19,2,HS - 23,70%,High,HS - 13-Jun-19,7
HS,23,15-Jul-19,1,HS - 23,70%,High,HS - 15-Jul-19,33
HS,23,15-Jun-19,2,HS - 23,70%,High,HS - 15-Jun-19,9
HS,23,20-Jul-19,11,HS - 23,70%,High,HS - 20-Jul-19,37
HS,23,20-Jun-19,1,HS - 23,70%,High,HS - 20-Jun-19,11
HS,23,25-Jul-19,4,HS - 23,70%,High,HS - 25-Jul-19,43
HS,23,25-Jun-19,11,HS - 23,70%,High,HS - 25-Jun-19,13
HS,23,28-Jul-19,6,HS - 23,70%,High,HS - 28-Jul-19,48
HS,23,28-Jun-19,19,HS - 23,70%,High,HS - 28-Jun-19,18
HS,24,02-Jul-19,6,HS - 24,control,High,HS - 02-Jul-19,23
HS,24,05-Jul-19,10,HS - 24,control,High,HS - 05-Jul-19,26
HS,24,05-Jun-19,0,HS - 24,control,High,HS - 05-Jun-19,1
HS,24,06-Jun-19,2,HS - 24,control,High,HS - 06-Jun-19,2
HS,24,07-Jun-19,2,HS - 24,control,High,HS - 07-Jun-19,3
HS,24,09-Jul-19,1,HS - 24,control,High,HS - 09-Jul-19,30
HS,24,11-Jun-19,1,HS - 24,control,High,HS - 11-Jun-19,5
HS,24,13-Jun-19,0,HS - 24,control,High,HS - 13-Jun-19,7
HS,24,15-Jul-19,4,HS - 24,control,High,HS - 15-Jul-19,33
HS,24,15-Jun-19,1,HS - 24,control,High,HS - 15-Jun-19,9
HS,24,20-Jul-19,11,HS - 24,control,High,HS - 20-Jul-19,37
HS,24,20-Jun-19,11,HS - 24,control,High,HS - 20-Jun-19,11
HS,24,25-Jul-19,0,HS - 24,control,High,HS - 25-Jul-19,43
HS,24,25-Jun-19,0,HS - 24,control,High,HS - 25-Jun-19,13
HS,24,28-Jul-19,10,HS - 24,control,High,HS - 28-Jul-19,48
HS,24,28-Jun-19,8,HS - 24,control,High,HS - 28-Jun-19,18
LN,1,02-Jul-19,1,LN - 1,70%,Low,LN - 02-Jul-19,23
LN,1,05-Jul-19,1,LN - 1,70%,Low,LN - 05-Jul-19,26
LN,1,05-Jun-19,0,LN - 1,70%,Low,LN - 05-Jun-19,1
LN,1,06-Jun-19,2,LN - 1,70%,Low,LN - 06-Jun-19,2
LN,1,07-Jun-19,1,LN - 1,70%,Low,LN - 07-Jun-19,3
LN,1,09-Jul-19,0,LN - 1,70%,Low,LN - 09-Jul-19,30
LN,1,11-Jun-19,7,LN - 1,70%,Low,LN - 11-Jun-19,5
LN,1,13-Jun-19,0,LN - 1,70%,Low,LN - 13-Jun-19,7
LN,1,15-Jul-19,10,LN - 1,70%,Low,LN - 15-Jul-19,33
LN,1,15-Jun-19,2,LN - 1,70%,Low,LN - 15-Jun-19,9
LN,1,20-Jul-19,3,LN - 1,70%,Low,LN - 20-Jul-19,37
LN,1,20-Jun-19,0,LN - 1,70%,Low,LN - 20-Jun-19,11
LN,1,25-Jul-19,0,LN - 1,70%,Low,LN - 25-Jul-19,43
LN,1,25-Jun-19,0,LN - 1,70%,Low,LN - 25-Jun-19,13
LN,1,28-Jul-19,1,LN - 1,70%,Low,LN - 28-Jul-19,48
LN,1,28-Jun-19,5,LN - 1,70%,Low,LN - 28-Jun-19,18
LN,2,02-Jul-19,2,LN - 2,30%,Low,LN - 02-Jul-19,23
LN,2,05-Jul-19,1,LN - 2,30%,Low,LN - 05-Jul-19,26
LN,2,05-Jun-19,0,LN - 2,30%,Low,LN - 05-Jun-19,1
LN,2,06-Jun-19,3,LN - 2,30%,Low,LN - 06-Jun-19,2
LN,2,07-Jun-19,5,LN - 2,30%,Low,LN - 07-Jun-19,3
LN,2,09-Jul-19,1,LN - 2,30%,Low,LN - 09-Jul-19,30
LN,2,11-Jun-19,3,LN - 2,30%,Low,LN - 11-Jun-19,5
LN,2,13-Jun-19,2,LN - 2,30%,Low,LN - 13-Jun-19,7
LN,2,15-Jul-19,9,LN - 2,30%,Low,LN - 15-Jul-19,33
LN,2,15-Jun-19,1,LN - 2,30%,Low,LN - 15-Jun-19,9
LN,2,20-Jul-19,2,LN - 2,30%,Low,LN - 20-Jul-19,37
LN,2,20-Jun-19,1,LN - 2,30%,Low,LN - 20-Jun-19,11
LN,2,25-Jul-19,2,LN - 2,30%,Low,LN - 25-Jul-19,43
LN,2,25-Jun-19,5,LN - 2,30%,Low,LN - 25-Jun-19,13
LN,2,28-Jul-19,11,LN - 2,30%,Low,LN - 28-Jul-19,48
LN,2,28-Jun-19,3,LN - 2,30%,Low,LN - 28-Jun-19,18
LN,3,02-Jul-19,4,LN - 3,70%,Low,LN - 02-Jul-19,23
LN,3,05-Jul-19,9,LN - 3,70%,Low,LN - 05-Jul-19,26
LN,3,05-Jun-19,6,LN - 3,70%,Low,LN - 05-Jun-19,1
LN,3,06-Jun-19,5,LN - 3,70%,Low,LN - 06-Jun-19,2
LN,3,07-Jun-19,3,LN - 3,70%,Low,LN - 07-Jun-19,3
LN,3,09-Jul-19,1,LN - 3,70%,Low,LN - 09-Jul-19,30
LN,3,11-Jun-19,2,LN - 3,70%,Low,LN - 11-Jun-19,5
LN,3,13-Jun-19,4,LN - 3,70%,Low,LN - 13-Jun-19,7
LN,3,15-Jul-19,4,LN - 3,70%,Low,LN - 15-Jul-19,33
LN,3,15-Jun-19,7,LN - 3,70%,Low,LN - 15-Jun-19,9
LN,3,20-Jul-19,5,LN - 3,70%,Low,LN - 20-Jul-19,37
LN,3,20-Jun-19,4,LN - 3,70%,Low,LN - 20-Jun-19,11
LN,3,25-Jul-19,2,LN - 3,70%,Low,LN - 25-Jul-19,43
LN,3,25-Jun-19,4,LN - 3,70%,Low,LN - 25-Jun-19,13
LN,3,28-Jul-19,11,LN - 3,70%,Low,LN - 28-Jul-19,48
LN,3,28-Jun-19,1,LN - 3,70%,Low,LN - 28-Jun-19,18
LN,4,02-Jul-19,3,LN - 4,100%,Low,LN - 02-Jul-19,23
LN,4,05-Jul-19,0,LN - 4,100%,Low,LN - 05-Jul-19,26
LN,4,05-Jun-19,0,LN - 4,100%,Low,LN - 05-Jun-19,1
LN,4,06-Jun-19,6,LN - 4,100%,Low,LN - 06-Jun-19,2
LN,4,07-Jun-19,5,LN - 4,100%,Low,LN - 07-Jun-19,3
LN,4,09-Jul-19,0,LN - 4,100%,Low,LN - 09-Jul-19,30
LN,4,11-Jun-19,5,LN - 4,100%,Low,LN - 11-Jun-19,5
LN,4,13-Jun-19,3,LN - 4,100%,Low,LN - 13-Jun-19,7
LN,4,15-Jul-19,0,LN - 4,100%,Low,LN - 15-Jul-19,33
LN,4,15-Jun-19,6,LN - 4,100%,Low,LN - 15-Jun-19,9
LN,4,20-Jul-19,0,LN - 4,100%,Low,LN - 20-Jul-19,37
LN,4,20-Jun-19,0,LN - 4,100%,Low,LN - 20-Jun-19,11
LN,4,25-Jul-19,0,LN - 4,100%,Low,LN - 25-Jul-19,43
LN,4,25-Jun-19,8,LN - 4,100%,Low,LN - 25-Jun-19,13
LN,4,28-Jul-19,20,LN - 4,100%,Low,LN - 28-Jul-19,48
LN,4,28-Jun-19,3,LN - 4,100%,Low,LN - 28-Jun-19,18
LN,5,02-Jul-19,2,LN - 5,50%,Low,LN - 02-Jul-19,23
LN,5,05-Jul-19,0,LN - 5,50%,Low,LN - 05-Jul-19,26
LN,5,05-Jun-19,1,LN - 5,50%,Low,LN - 05-Jun-19,1
LN,5,06-Jun-19,2,LN - 5,50%,Low,LN - 06-Jun-19,2
LN,5,07-Jun-19,3,LN - 5,50%,Low,LN - 07-Jun-19,3
LN,5,09-Jul-19,2,LN - 5,50%,Low,LN - 09-Jul-19,30
LN,5,11-Jun-19,6,LN - 5,50%,Low,LN - 11-Jun-19,5
LN,5,13-Jun-19,4,LN - 5,50%,Low,LN - 13-Jun-19,7
LN,5,15-Jul-19,1,LN - 5,50%,Low,LN - 15-Jul-19,33
LN,5,15-Jun-19,2,LN - 5,50%,Low,LN - 15-Jun-19,9
LN,5,20-Jul-19,8,LN - 5,50%,Low,LN - 20-Jul-19,37
LN,5,20-Jun-19,0,LN - 5,50%,Low,LN - 20-Jun-19,11
LN,5,25-Jul-19,1,LN - 5,50%,Low,LN - 25-Jul-19,43
LN,5,25-Jun-19,0,LN - 5,50%,Low,LN - 25-Jun-19,13
LN,5,28-Jul-19,1,LN - 5,50%,Low,LN - 28-Jul-19,48
LN,5,28-Jun-19,1,LN - 5,50%,Low,LN - 28-Jun-19,18
LN,6,02-Jul-19,2,LN - 6,50%,Low,LN - 02-Jul-19,23
LN,6,05-Jul-19,1,LN - 6,50%,Low,LN - 05-Jul-19,26
LN,6,05-Jun-19,0,LN - 6,50%,Low,LN - 05-Jun-19,1
LN,6,06-Jun-19,0,LN - 6,50%,Low,LN - 06-Jun-19,2
LN,6,07-Jun-19,5,LN - 6,50%,Low,LN - 07-Jun-19,3
LN,6,09-Jul-19,4,LN - 6,50%,Low,LN - 09-Jul-19,30
LN,6,11-Jun-19,4,LN - 6,50%,Low,LN - 11-Jun-19,5
LN,6,13-Jun-19,1,LN - 6,50%,Low,LN - 13-Jun-19,7
LN,6,15-Jul-19,1,LN - 6,50%,Low,LN - 15-Jul-19,33
LN,6,15-Jun-19,1,LN - 6,50%,Low,LN - 15-Jun-19,9
LN,6,20-Jul-19,3,LN - 6,50%,Low,LN - 20-Jul-19,37
LN,6,20-Jun-19,1,LN - 6,50%,Low,LN - 20-Jun-19,11
LN,6,25-Jul-19,2,LN - 6,50%,Low,LN - 25-Jul-19,43
LN,6,25-Jun-19,5,LN - 6,50%,Low,LN - 25-Jun-19,13
LN,6,28-Jul-19,2,LN - 6,50%,Low,LN - 28-Jul-19,48
LN,6,28-Jun-19,0,LN - 6,50%,Low,LN - 28-Jun-19,18
LN,7,02-Jul-19,2,LN - 7,0%,Low,LN - 02-Jul-19,23
LN,7,05-Jul-19,0,LN - 7,0%,Low,LN - 05-Jul-19,26
LN,7,05-Jun-19,2,LN - 7,0%,Low,LN - 05-Jun-19,1
LN,7,06-Jun-19,1,LN - 7,0%,Low,LN - 06-Jun-19,2
LN,7,07-Jun-19,6,LN - 7,0%,Low,LN - 07-Jun-19,3
LN,7,09-Jul-19,1,LN - 7,0%,Low,LN - 09-Jul-19,30
LN,7,11-Jun-19,6,LN - 7,0%,Low,LN - 11-Jun-19,5
LN,7,13-Jun-19,1,LN - 7,0%,Low,LN - 13-Jun-19,7
LN,7,15-Jul-19,8,LN - 7,0%,Low,LN - 15-Jul-19,33
LN,7,15-Jun-19,1,LN - 7,0%,Low,LN - 15-Jun-19,9
LN,7,20-Jul-19,5,LN - 7,0%,Low,LN - 20-Jul-19,37
LN,7,20-Jun-19,0,LN - 7,0%,Low,LN - 20-Jun-19,11
LN,7,25-Jul-19,1,LN - 7,0%,Low,LN - 25-Jul-19,43
LN,7,25-Jun-19,12,LN - 7,0%,Low,LN - 25-Jun-19,13
LN,7,28-Jul-19,8,LN - 7,0%,Low,LN - 28-Jul-19,48
LN,7,28-Jun-19,0,LN - 7,0%,Low,LN - 28-Jun-19,18
LN,8,02-Jul-19,4,LN - 8,control,Low,LN - 02-Jul-19,23
LN,8,05-Jul-19,6,LN - 8,control,Low,LN - 05-Jul-19,26
LN,8,05-Jun-19,0,LN - 8,control,Low,LN - 05-Jun-19,1
LN,8,06-Jun-19,3,LN - 8,control,Low,LN - 06-Jun-19,2
LN,8,07-Jun-19,4,LN - 8,control,Low,LN - 07-Jun-19,3
LN,8,09-Jul-19,0,LN - 8,control,Low,LN - 09-Jul-19,30
LN,8,11-Jun-19,5,LN - 8,control,Low,LN - 11-Jun-19,5
LN,8,13-Jun-19,1,LN - 8,control,Low,LN - 13-Jun-19,7
LN,8,15-Jul-19,3,LN - 8,control,Low,LN - 15-Jul-19,33
LN,8,15-Jun-19,12,LN - 8,control,Low,LN - 15-Jun-19,9
LN,8,20-Jul-19,1,LN - 8,control,Low,LN - 20-Jul-19,37
LN,8,20-Jun-19,2,LN - 8,control,Low,LN - 20-Jun-19,11
LN,8,25-Jul-19,2,LN - 8,control,Low,LN - 25-Jul-19,43
LN,8,25-Jun-19,7,LN - 8,control,Low,LN - 25-Jun-19,13
LN,8,28-Jul-19,0,LN - 8,control,Low,LN - 28-Jul-19,48
LN,8,28-Jun-19,0,LN - 8,control,Low,LN - 28-Jun-19,18
LN,9,02-Jul-19,3,LN - 9,100%,Low,LN - 02-Jul-19,23
LN,9,05-Jul-19,0,LN - 9,100%,Low,LN - 05-Jul-19,26
LN,9,05-Jun-19,1,LN - 9,100%,Low,LN - 05-Jun-19,1
LN,9,06-Jun-19,2,LN - 9,100%,Low,LN - 06-Jun-19,2
LN,9,07-Jun-19,2,LN - 9,100%,Low,LN - 07-Jun-19,3
LN,9,09-Jul-19,1,LN - 9,100%,Low,LN - 09-Jul-19,30
LN,9,11-Jun-19,3,LN - 9,100%,Low,LN - 11-Jun-19,5
LN,9,13-Jun-19,2,LN - 9,100%,Low,LN - 13-Jun-19,7
LN,9,15-Jul-19,2,LN - 9,100%,Low,LN - 15-Jul-19,33
LN,9,15-Jun-19,4,LN - 9,100%,Low,LN - 15-Jun-19,9
LN,9,20-Jul-19,3,LN - 9,100%,Low,LN - 20-Jul-19,37
LN,9,20-Jun-19,2,LN - 9,100%,Low,LN - 20-Jun-19,11
LN,9,25-Jul-19,2,LN - 9,100%,Low,LN - 25-Jul-19,43
LN,9,25-Jun-19,3,LN - 9,100%,Low,LN - 25-Jun-19,13
LN,9,28-Jul-19,0,LN - 9,100%,Low,LN - 28-Jul-19,48
LN,9,28-Jun-19,2,LN - 9,100%,Low,LN - 28-Jun-19,18
LN,10,02-Jul-19,0,LN - 10,control,Low,LN - 02-Jul-19,23
LN,10,05-Jul-19,0,LN - 10,control,Low,LN - 05-Jul-19,26
LN,10,05-Jun-19,0,LN - 10,control,Low,LN - 05-Jun-19,1
LN,10,06-Jun-19,1,LN - 10,control,Low,LN - 06-Jun-19,2
LN,10,07-Jun-19,1,LN - 10,control,Low,LN - 07-Jun-19,3
LN,10,09-Jul-19,0,LN - 10,control,Low,LN - 09-Jul-19,30
LN,10,11-Jun-19,0,LN - 10,control,Low,LN - 11-Jun-19,5
LN,10,13-Jun-19,4,LN - 10,control,Low,LN - 13-Jun-19,7
LN,10,15-Jul-19,1,LN - 10,control,Low,LN - 15-Jul-19,33
LN,10,15-Jun-19,0,LN - 10,control,Low,LN - 15-Jun-19,9
LN,10,20-Jul-19,0,LN - 10,control,Low,LN - 20-Jul-19,37
LN,10,20-Jun-19,0,LN - 10,control,Low,LN - 20-Jun-19,11
LN,10,25-Jul-19,0,LN - 10,control,Low,LN - 25-Jul-19,43
LN,10,25-Jun-19,4,LN - 10,control,Low,LN - 25-Jun-19,13
LN,10,28-Jul-19,1,LN - 10,control,Low,LN - 28-Jul-19,48
LN,10,28-Jun-19,4,LN - 10,control,Low,LN - 28-Jun-19,18
LN,11,02-Jul-19,1,LN - 11,100%,Low,LN - 02-Jul-19,23
LN,11,05-Jul-19,2,LN - 11,100%,Low,LN - 05-Jul-19,26
LN,11,05-Jun-19,1,LN - 11,100%,Low,LN - 05-Jun-19,1
LN,11,06-Jun-19,4,LN - 11,100%,Low,LN - 06-Jun-19,2
LN,11,07-Jun-19,2,LN - 11,100%,Low,LN - 07-Jun-19,3
LN,11,09-Jul-19,13,LN - 11,100%,Low,LN - 09-Jul-19,30
LN,11,11-Jun-19,4,LN - 11,100%,Low,LN - 11-Jun-19,5
LN,11,13-Jun-19,5,LN - 11,100%,Low,LN - 13-Jun-19,7
LN,11,15-Jul-19,7,LN - 11,100%,Low,LN - 15-Jul-19,33
LN,11,15-Jun-19,4,LN - 11,100%,Low,LN - 15-Jun-19,9
LN,11,20-Jul-19,9,LN - 11,100%,Low,LN - 20-Jul-19,37
LN,11,20-Jun-19,2,LN - 11,100%,Low,LN - 20-Jun-19,11
LN,11,25-Jul-19,1,LN - 11,100%,Low,LN - 25-Jul-19,43
LN,11,25-Jun-19,1,LN - 11,100%,Low,LN - 25-Jun-19,13
LN,11,28-Jul-19,6,LN - 11,100%,Low,LN - 28-Jul-19,48
LN,11,28-Jun-19,3,LN - 11,100%,Low,LN - 28-Jun-19,18
LN,12,02-Jul-19,0,LN - 12,50%,Low,LN - 02-Jul-19,23
LN,12,05-Jul-19,1,LN - 12,50%,Low,LN - 05-Jul-19,26
LN,12,05-Jun-19,5,LN - 12,50%,Low,LN - 05-Jun-19,1
LN,12,06-Jun-19,1,LN - 12,50%,Low,LN - 06-Jun-19,2
LN,12,07-Jun-19,1,LN - 12,50%,Low,LN - 07-Jun-19,3
LN,12,09-Jul-19,3,LN - 12,50%,Low,LN - 09-Jul-19,30
LN,12,11-Jun-19,1,LN - 12,50%,Low,LN - 11-Jun-19,5
LN,12,13-Jun-19,6,LN - 12,50%,Low,LN - 13-Jun-19,7
LN,12,15-Jul-19,14,LN - 12,50%,Low,LN - 15-Jul-19,33
LN,12,15-Jun-19,8,LN - 12,50%,Low,LN - 15-Jun-19,9
LN,12,20-Jul-19,0,LN - 12,50%,Low,LN - 20-Jul-19,37
LN,12,20-Jun-19,10,LN - 12,50%,Low,LN - 20-Jun-19,11
LN,12,25-Jul-19,0,LN - 12,50%,Low,LN - 25-Jul-19,43
LN,12,25-Jun-19,3,LN - 12,50%,Low,LN - 25-Jun-19,13
LN,12,28-Jul-19,1,LN - 12,50%,Low,LN - 28-Jul-19,48
LN,12,28-Jun-19,3,LN - 12,50%,Low,LN - 28-Jun-19,18
LN,13,02-Jul-19,1,LN - 13,0%,Low,LN - 02-Jul-19,23
LN,13,05-Jul-19,2,LN - 13,0%,Low,LN - 05-Jul-19,26
LN,13,05-Jun-19,2,LN - 13,0%,Low,LN - 05-Jun-19,1
LN,13,06-Jun-19,7,LN - 13,0%,Low,LN - 06-Jun-19,2
LN,13,07-Jun-19,3,LN - 13,0%,Low,LN - 07-Jun-19,3
LN,13,09-Jul-19,3,LN - 13,0%,Low,LN - 09-Jul-19,30
LN,13,11-Jun-19,4,LN - 13,0%,Low,LN - 11-Jun-19,5
LN,13,13-Jun-19,19,LN - 13,0%,Low,LN - 13-Jun-19,7
LN,13,15-Jul-19,2,LN - 13,0%,Low,LN - 15-Jul-19,33
LN,13,15-Jun-19,8,LN - 13,0%,Low,LN - 15-Jun-19,9
LN,13,20-Jul-19,16,LN - 13,0%,Low,LN - 20-Jul-19,37
LN,13,20-Jun-19,6,LN - 13,0%,Low,LN - 20-Jun-19,11
LN,13,25-Jul-19,4,LN - 13,0%,Low,LN - 25-Jul-19,43
LN,13,25-Jun-19,7,LN - 13,0%,Low,LN - 25-Jun-19,13
LN,13,28-Jul-19,0,LN - 13,0%,Low,LN - 28-Jul-19,48
LN,13,28-Jun-19,7,LN - 13,0%,Low,LN - 28-Jun-19,18
LN,14,02-Jul-19,4,LN - 14,0%,Low,LN - 02-Jul-19,23
LN,14,05-Jul-19,5,LN - 14,0%,Low,LN - 05-Jul-19,26
LN,14,05-Jun-19,0,LN - 14,0%,Low,LN - 05-Jun-19,1
LN,14,06-Jun-19,7,LN - 14,0%,Low,LN - 06-Jun-19,2
LN,14,07-Jun-19,11,LN - 14,0%,Low,LN - 07-Jun-19,3
LN,14,09-Jul-19,1,LN - 14,0%,Low,LN - 09-Jul-19,30
LN,14,11-Jun-19,1,LN - 14,0%,Low,LN - 11-Jun-19,5
LN,14,13-Jun-19,4,LN - 14,0%,Low,LN - 13-Jun-19,7
LN,14,15-Jul-19,13,LN - 14,0%,Low,LN - 15-Jul-19,33
LN,14,15-Jun-19,1,LN - 14,0%,Low,LN - 15-Jun-19,9
LN,14,20-Jul-19,1,LN - 14,0%,Low,LN - 20-Jul-19,37
LN,14,20-Jun-19,5,LN - 14,0%,Low,LN - 20-Jun-19,11
LN,14,25-Jul-19,0,LN - 14,0%,Low,LN - 25-Jul-19,43
LN,14,25-Jun-19,17,LN - 14,0%,Low,LN - 25-Jun-19,13
LN,14,28-Jul-19,2,LN - 14,0%,Low,LN - 28-Jul-19,48
LN,14,28-Jun-19,9,LN - 14,0%,Low,LN - 28-Jun-19,18
LN,15,02-Jul-19,1,LN - 15,control,Low,LN - 02-Jul-19,23
LN,15,05-Jul-19,1,LN - 15,control,Low,LN - 05-Jul-19,26
LN,15,05-Jun-19,0,LN - 15,control,Low,LN - 05-Jun-19,1
LN,15,06-Jun-19,5,LN - 15,control,Low,LN - 06-Jun-19,2
LN,15,07-Jun-19,3,LN - 15,control,Low,LN - 07-Jun-19,3
LN,15,09-Jul-19,11,LN - 15,control,Low,LN - 09-Jul-19,30
LN,15,11-Jun-19,2,LN - 15,control,Low,LN - 11-Jun-19,5
LN,15,13-Jun-19,7,LN - 15,control,Low,LN - 13-Jun-19,7
LN,15,15-Jul-19,0,LN - 15,control,Low,LN - 15-Jul-19,33
LN,15,15-Jun-19,5,LN - 15,control,Low,LN - 15-Jun-19,9
LN,15,20-Jul-19,6,LN - 15,control,Low,LN - 20-Jul-19,37
LN,15,20-Jun-19,1,LN - 15,control,Low,LN - 20-Jun-19,11
LN,15,25-Jul-19,2,LN - 15,control,Low,LN - 25-Jul-19,43
LN,15,25-Jun-19,2,LN - 15,control,Low,LN - 25-Jun-19,13
LN,15,28-Jul-19,1,LN - 15,control,Low,LN - 28-Jul-19,48
LN,15,28-Jun-19,1,LN - 15,control,Low,LN - 28-Jun-19,18
LN,16,02-Jul-19,6,LN - 16,0%,Low,LN - 02-Jul-19,23
LN,16,05-Jul-19,1,LN - 16,0%,Low,LN - 05-Jul-19,26
LN,16,05-Jun-19,3,LN - 16,0%,Low,LN - 05-Jun-19,1
LN,16,06-Jun-19,4,LN - 16,0%,Low,LN - 06-Jun-19,2
LN,16,07-Jun-19,6,LN - 16,0%,Low,LN - 07-Jun-19,3
LN,16,09-Jul-19,4,LN - 16,0%,Low,LN - 09-Jul-19,30
LN,16,11-Jun-19,3,LN - 16,0%,Low,LN - 11-Jun-19,5
LN,16,13-Jun-19,5,LN - 16,0%,Low,LN - 13-Jun-19,7
LN,16,15-Jul-19,2,LN - 16,0%,Low,LN - 15-Jul-19,33
LN,16,15-Jun-19,1,LN - 16,0%,Low,LN - 15-Jun-19,9
LN,16,20-Jul-19,1,LN - 16,0%,Low,LN - 20-Jul-19,37
LN,16,20-Jun-19,1,LN - 16,0%,Low,LN - 20-Jun-19,11
LN,16,25-Jul-19,1,LN - 16,0%,Low,LN - 25-Jul-19,43
LN,16,25-Jun-19,0,LN - 16,0%,Low,LN - 25-Jun-19,13
LN,16,28-Jul-19,3,LN - 16,0%,Low,LN - 28-Jul-19,48
LN,16,28-Jun-19,5,LN - 16,0%,Low,LN - 28-Jun-19,18
LN,17,02-Jul-19,4,LN - 17,70%,Low,LN - 02-Jul-19,23
LN,17,05-Jul-19,1,LN - 17,70%,Low,LN - 05-Jul-19,26
LN,17,05-Jun-19,3,LN - 17,70%,Low,LN - 05-Jun-19,1
LN,17,06-Jun-19,1,LN - 17,70%,Low,LN - 06-Jun-19,2
LN,17,07-Jun-19,4,LN - 17,70%,Low,LN - 07-Jun-19,3
LN,17,09-Jul-19,3,LN - 17,70%,Low,LN - 09-Jul-19,30
LN,17,11-Jun-19,7,LN - 17,70%,Low,LN - 11-Jun-19,5
LN,17,13-Jun-19,2,LN - 17,70%,Low,LN - 13-Jun-19,7
LN,17,15-Jul-19,2,LN - 17,70%,Low,LN - 15-Jul-19,33
LN,17,15-Jun-19,8,LN - 17,70%,Low,LN - 15-Jun-19,9
LN,17,20-Jul-19,2,LN - 17,70%,Low,LN - 20-Jul-19,37
LN,17,20-Jun-19,11,LN - 17,70%,Low,LN - 20-Jun-19,11
LN,17,25-Jul-19,3,LN - 17,70%,Low,LN - 25-Jul-19,43
LN,17,25-Jun-19,6,LN - 17,70%,Low,LN - 25-Jun-19,13
