ind	block	plant	soil	region	geo_dist	height	time
596	27	KZ1	EU6	KZ	3000	33	9
596	27	KZ1	EU6	KZ	3000	38	12
596	27	KZ1	EU6	KZ	3000	45	15
596	27	KZ1	EU6	KZ	3000	44.5	18
597	9	KZ1	EU6	KZ	3000	14	3
597	9	KZ1	EU6	KZ	3000	28	6
597	9	KZ1	EU6	KZ	3000	42	9
597	9	KZ1	EU6	KZ	3000	43	12
597	9	KZ1	EU6	KZ	3000	42	15
597	9	KZ1	EU6	KZ	3000	42	18
598	7	KZ1	EU6	KZ	3000	11	3
598	7	KZ1	EU6	KZ	3000	21	6
598	7	KZ1	EU6	KZ	3000	36	9
598	7	KZ1	EU6	KZ	3000	47	12
598	7	KZ1	EU6	KZ	3000	46	15
598	7	KZ1	EU6	KZ	3000	48	18
599	9	KZ1	EU6	KZ	3000	12	3
599	9	KZ1	EU6	KZ	3000	18	6
599	9	KZ1	EU6	KZ	3000	38	9
599	9	KZ1	EU6	KZ	3000	40	12
599	9	KZ1	EU6	KZ	3000	44	15
599	9	KZ1	EU6	KZ	3000	43.5	18
601	22	KZ1	C	KZ	Contr	12	3
601	22	KZ1	C	KZ	Contr	12	6
601	22	KZ1	C	KZ	Contr	25	9
601	22	KZ1	C	KZ	Contr	35	12
601	22	KZ1	C	KZ	Contr	40	15
601	22	KZ1	C	KZ	Contr	46	18
602	23	KZ1	C	KZ	Contr	15	3
602	23	KZ1	C	KZ	Contr	28	6
602	23	KZ1	C	KZ	Contr	43	9
602	23	KZ1	C	KZ	Contr	45	12
602	23	KZ1	C	KZ	Contr	44	15
602	23	KZ1	C	KZ	Contr	44	18
603	20	KZ1	C	KZ	Contr	19	3
603	20	KZ1	C	KZ	Contr	27	6
603	20	KZ1	C	KZ	Contr	40	9
603	20	KZ1	C	KZ	Contr	42	12
603	20	KZ1	C	KZ	Contr	50	15
603	20	KZ1	C	KZ	Contr	53	18
604	13	KZ1	C	KZ	Contr	10	3
604	13	KZ1	C	KZ	Contr	27	6
604	13	KZ1	C	KZ	Contr	35	9
604	13	KZ1	C	KZ	Contr	49	12
604	13	KZ1	C	KZ	Contr	52	15
604	13	KZ1	C	KZ	Contr	52	18
605	16	KZ1	C	KZ	Contr	18	3
605	16	KZ1	C	KZ	Contr	28	6
605	16	KZ1	C	KZ	Contr	36	9
605	16	KZ1	C	KZ	Contr	45	12
605	16	KZ1	C	KZ	Contr	46	15
605	16	KZ1	C	KZ	Contr	44.5	18
606	22	KZ1	C	KZ	Contr	13	3
606	22	KZ1	C	KZ	Contr	22	6
606	22	KZ1	C	KZ	Contr	41	9
606	22	KZ1	C	KZ	Contr	45	12
606	22	KZ1	C	KZ	Contr	46	15
606	22	KZ1	C	KZ	Contr	46	18
607	4	KZ1	C	KZ	Contr	16	3
607	4	KZ1	C	KZ	Contr	25	6
607	4	KZ1	C	KZ	Contr	35	9
607	4	KZ1	C	KZ	Contr	38	12
607	4	KZ1	C	KZ	Contr	43	15
607	4	KZ1	C	KZ	Contr	44	18
608	6	KZ1	C	KZ	Contr	14	3
608	6	KZ1	C	KZ	Contr	24	6
608	6	KZ1	C	KZ	Contr	35	9
608	6	KZ1	C	KZ	Contr	37	12
608	6	KZ1	C	KZ	Contr	45	15
608	6	KZ1	C	KZ	Contr	46	18
609	10	KZ1	C	KZ	Contr	17	3
609	10	KZ1	C	KZ	Contr	21	6
609	10	KZ1	C	KZ	Contr	29	9
609	10	KZ1	C	KZ	Contr	41	12
609	10	KZ1	C	KZ	Contr	44	15
609	10	KZ1	C	KZ	Contr	44	18
610	21	KZ1	C	KZ	Contr	13	3
610	21	KZ1	C	KZ	Contr	28	6
610	21	KZ1	C	KZ	Contr	33	9
610	21	KZ1	C	KZ	Contr	39	12
610	21	KZ1	C	KZ	Contr	41	15
610	21	KZ1	C	KZ	Contr	40	18
611	24	KZ2	C	KZ	Contr	13	3
611	24	KZ2	C	KZ	Contr	26	6
611	24	KZ2	C	KZ	Contr	38	9
611	24	KZ2	C	KZ	Contr	51	12
611	24	KZ2	C	KZ	Contr	50	15
611	24	KZ2	C	KZ	Contr	51	18
612	9	KZ2	C	KZ	Contr	15	3
612	9	KZ2	C	KZ	Contr	20	6
612	9	KZ2	C	KZ	Contr	37	9
612	9	KZ2	C	KZ	Contr	38	12
612	9	KZ2	C	KZ	Contr	42	15
612	9	KZ2	C	KZ	Contr	42.5	18
613	19	KZ2	C	KZ	Contr	15	3
613	19	KZ2	C	KZ	Contr	25	6
613	19	KZ2	C	KZ	Contr	36	9
613	19	KZ2	C	KZ	Contr	43	12
613	19	KZ2	C	KZ	Contr	49	15
613	19	KZ2	C	KZ	Contr	50	18
614	19	KZ2	C	KZ	Contr	14	3
614	19	KZ2	C	KZ	Contr	26	6
614	19	KZ2	C	KZ	Contr	37	9
614	19	KZ2	C	KZ	Contr	39	12
614	19	KZ2	C	KZ	Contr	50	15
614	19	KZ2	C	KZ	Contr	49	18
615	1	KZ2	C	KZ	Contr	12	3
615	1	KZ2	C	KZ	Contr	23	6
615	1	KZ2	C	KZ	Contr	44	9
615	1	KZ2	C	KZ	Contr	46	12
615	1	KZ2	C	KZ	Contr	53	15
615	1	KZ2	C	KZ	Contr	52	18
616	15	KZ2	C	KZ	Contr	11	3
616	15	KZ2	C	KZ	Contr	25	6
616	15	KZ2	C	KZ	Contr	37	9
616	15	KZ2	C	KZ	Contr	45	12
616	15	KZ2	C	KZ	Contr	43	15
616	15	KZ2	C	KZ	Contr	43	18
617	3	KZ2	C	KZ	Contr	16	3
617	3	KZ2	C	KZ	Contr	33	6
617	3	KZ2	C	KZ	Contr	41	9
617	3	KZ2	C	KZ	Contr	48	12
617	3	KZ2	C	KZ	Contr	47	15
617	3	KZ2	C	KZ	Contr	46	18
618	13	KZ2	C	KZ	Contr	15	3
618	13	KZ2	C	KZ	Contr	33	6
618	13	KZ2	C	KZ	Contr	47	9
618	13	KZ2	C	KZ	Contr	53	12
618	13	KZ2	C	KZ	Contr	52	15
618	13	KZ2	C	KZ	Contr	50.5	18
619	25	KZ2	C	KZ	Contr	14	3
619	25	KZ2	C	KZ	Contr	27	6
619	25	KZ2	C	KZ	Contr	37	9
619	25	KZ2	C	KZ	Contr	50	12
619	25	KZ2	C	KZ	Contr	49	15
619	25	KZ2	C	KZ	Contr	48	18
620	4	KZ2	C	KZ	Contr	18	3
620	4	KZ2	C	KZ	Contr	29	6
620	4	KZ2	C	KZ	Contr	51	9
620	4	KZ2	C	KZ	Contr	50	12
620	4	KZ2	C	KZ	Contr	49	15
620	4	KZ2	C	KZ	Contr	51	18
621	16	KZ3	C	KZ	Contr	17	3
621	16	KZ3	C	KZ	Contr	27	6
621	16	KZ3	C	KZ	Contr	42	9
621	16	KZ3	C	KZ	Contr	47	12
621	16	KZ3	C	KZ	Contr	49	15
621	16	KZ3	C	KZ	Contr	50.5	18
622	16	KZ3	C	KZ	Contr	15	3
622	16	KZ3	C	KZ	Contr	24	6
622	16	KZ3	C	KZ	Contr	39	9
622	16	KZ3	C	KZ	Contr	54	12
622	16	KZ3	C	KZ	Contr	56	15
622	16	KZ3	C	KZ	Contr	56.5	18
623	18	KZ3	C	KZ	Contr	21	3
623	18	KZ3	C	KZ	Contr	23	6
623	18	KZ3	C	KZ	Contr	24	9
623	18	KZ3	C	KZ	Contr	39	12
623	18	KZ3	C	KZ	Contr	56	15
623	18	KZ3	C	KZ	Contr	57	18
624	12	KZ3	C	KZ	Contr	16	3
624	12	KZ3	C	KZ	Contr	26	6
624	12	KZ3	C	KZ	Contr	37	9
624	12	KZ3	C	KZ	Contr	55	12
624	12	KZ3	C	KZ	Contr	53	15
624	12	KZ3	C	KZ	Contr	52.5	18
625	24	KZ3	C	KZ	Contr	9	3
625	24	KZ3	C	KZ	Contr	23	6
625	24	KZ3	C	KZ	Contr	32	9
625	24	KZ3	C	KZ	Contr	42	12
625	24	KZ3	C	KZ	Contr	41	15
625	24	KZ3	C	KZ	Contr	40	18
626	10	KZ3	C	KZ	Contr	15	3
626	10	KZ3	C	KZ	Contr	31	6
626	10	KZ3	C	KZ	Contr	43	9
626	10	KZ3	C	KZ	Contr	52	12
626	10	KZ3	C	KZ	Contr	50	15
626	10	KZ3	C	KZ	Contr	53	18
627	3	KZ3	C	KZ	Contr	19	3
627	3	KZ3	C	KZ	Contr	29	6
627	3	KZ3	C	KZ	Contr	45	9
627	3	KZ3	C	KZ	Contr	50	12
627	3	KZ3	C	KZ	Contr	48	15
627	3	KZ3	C	KZ	Contr	47.5	18
628	1	KZ3	C	KZ	Contr	14	3
628	1	KZ3	C	KZ	Contr	28	6
628	1	KZ3	C	KZ	Contr	41	9
628	1	KZ3	C	KZ	Contr	43	12
628	1	KZ3	C	KZ	Contr	51	15
628	1	KZ3	C	KZ	Contr	50	18
629	26	KZ3	C	KZ	Contr	18	3
629	26	KZ3	C	KZ	Contr	30	6
629	26	KZ3	C	KZ	Contr	37	9
629	26	KZ3	C	KZ	Contr	39	12
629	26	KZ3	C	KZ	Contr	39	15
629	26	KZ3	C	KZ	Contr	42	18
630	8	KZ3	C	KZ	Contr	10	3
630	8	KZ3	C	KZ	Contr	25	6
630	8	KZ3	C	KZ	Contr	42	9
630	8	KZ3	C	KZ	Contr	51	12
630	8	KZ3	C	KZ	Contr	53	15
630	8	KZ3	C	KZ	Contr	56.5	18
631	22	KZ6	C	KZ	Contr	18	3
631	22	KZ6	C	KZ	Contr	28	6
631	22	KZ6	C	KZ	Contr	41	9
631	22	KZ6	C	KZ	Contr	46	12
631	22	KZ6	C	KZ	Contr	47	15
631	22	KZ6	C	KZ	Contr	49	18
632	5	KZ6	C	KZ	Contr	13	3
632	5	KZ6	C	KZ	Contr	32	6
632	5	KZ6	C	KZ	Contr	42	9
632	5	KZ6	C	KZ	Contr	46	12
632	5	KZ6	C	KZ	Contr	46	15
632	5	KZ6	C	KZ	Contr	46.5	18
633	7	KZ6	C	KZ	Contr	23	3
633	7	KZ6	C	KZ	Contr	33	6
633	7	KZ6	C	KZ	Contr	51	9
633	7	KZ6	C	KZ	Contr	54	12
633	7	KZ6	C	KZ	Contr	53	15
633	7	KZ6	C	KZ	Contr	52	18
634	27	KZ6	C	KZ	Contr	16	3
634	27	KZ6	C	KZ	Contr	24	6
634	27	KZ6	C	KZ	Contr	46	9
634	27	KZ6	C	KZ	Contr	56	12
634	27	KZ6	C	KZ	Contr	57	15
634	27	KZ6	C	KZ	Contr	57	18
635	8	KZ6	C	KZ	Contr	15	3
635	8	KZ6	C	KZ	Contr	32	6
635	8	KZ6	C	KZ	Contr	40	9
635	8	KZ6	C	KZ	Contr	56	12
635	8	KZ6	C	KZ	Contr	56	15
635	8	KZ6	C	KZ	Contr	53.5	18
636	17	KZ6	C	KZ	Contr	19	3
636	17	KZ6	C	KZ	Contr	27	6
636	17	KZ6	C	KZ	Contr	42	9
636	17	KZ6	C	KZ	Contr	50	12
636	17	KZ6	C	KZ	Contr	50	15
636	17	KZ6	C	KZ	Contr	48	18
637	20	KZ6	C	KZ	Contr	17	3
637	20	KZ6	C	KZ	Contr	26	6
637	20	KZ6	C	KZ	Contr	37	9
637	20	KZ6	C	KZ	Contr	38	12
637	20	KZ6	C	KZ	Contr	41	15
637	20	KZ6	C	KZ	Contr	41	18
638	11	KZ6	C	KZ	Contr	17	3
638	11	KZ6	C	KZ	Contr	32	6
638	11	KZ6	C	KZ	Contr	50	9
638	11	KZ6	C	KZ	Contr	55	12
638	11	KZ6	C	KZ	Contr	58	15
638	11	KZ6	C	KZ	Contr	58	18
639	16	KZ6	C	KZ	Contr	16	3
639	16	KZ6	C	KZ	Contr	26	6
639	16	KZ6	C	KZ	Contr	39	9
639	16	KZ6	C	KZ	Contr	50	12
639	16	KZ6	C	KZ	Contr	49	15
639	16	KZ6	C	KZ	Contr	48	18
640	28	KZ6	C	KZ	Contr	16	3
640	28	KZ6	C	KZ	Contr	39	6
640	28	KZ6	C	KZ	Contr	46	9
640	28	KZ6	C	KZ	Contr	56	12
640	28	KZ6	C	KZ	Contr	57	15
640	28	KZ6	C	KZ	Contr	57	18
641	24	KZ7	C	KZ	Contr	14	3
641	24	KZ7	C	KZ	Contr	26	6
641	24	KZ7	C	KZ	Contr	39	9
641	24	KZ7	C	KZ	Contr	50	12
641	24	KZ7	C	KZ	Contr	50	15
641	24	KZ7	C	KZ	Contr	55	18
642	1	KZ7	C	KZ	Contr	17	3
642	1	KZ7	C	KZ	Contr	27	6
642	1	KZ7	C	KZ	Contr	39	9
642	1	KZ7	C	KZ	Contr	48	12
642	1	KZ7	C	KZ	Contr	50	15
642	1	KZ7	C	KZ	Contr	49.5	18
643	7	KZ7	C	KZ	Contr	15	3
643	7	KZ7	C	KZ	Contr	29	6
643	7	KZ7	C	KZ	Contr	41	9
643	7	KZ7	C	KZ	Contr	42	12
643	7	KZ7	C	KZ	Contr	48	15
643	7	KZ7	C	KZ	Contr	48	18
644	13	KZ7	C	KZ	Contr	14	3
644	13	KZ7	C	KZ	Contr	24	6
644	13	KZ7	C	KZ	Contr	37	9
644	13	KZ7	C	KZ	Contr	47	12
644	13	KZ7	C	KZ	Contr	54	15
644	13	KZ7	C	KZ	Contr	54.5	18
645	13	KZ7	C	KZ	Contr	13	3
645	13	KZ7	C	KZ	Contr	24	6
645	13	KZ7	C	KZ	Contr	37	9
645	13	KZ7	C	KZ	Contr	42	12
645	13	KZ7	C	KZ	Contr	46	15
645	13	KZ7	C	KZ	Contr	50	18
646	6	KZ7	C	KZ	Contr	15	3
646	6	KZ7	C	KZ	Contr	28	6
646	6	KZ7	C	KZ	Contr	41	9
646	6	KZ7	C	KZ	Contr	56	12
646	6	KZ7	C	KZ	Contr	55	15
646	6	KZ7	C	KZ	Contr	56	18
647	14	KZ7	C	KZ	Contr	13	3
647	14	KZ7	C	KZ	Contr	27	6
647	14	KZ7	C	KZ	Contr	37	9
647	14	KZ7	C	KZ	Contr	43	12
647	14	KZ7	C	KZ	Contr	44	15
647	14	KZ7	C	KZ	Contr	46	18
648	5	KZ7	C	KZ	Contr	15	3
648	5	KZ7	C	KZ	Contr	29	6
648	5	KZ7	C	KZ	Contr	45	9
648	5	KZ7	C	KZ	Contr	46	12
648	5	KZ7	C	KZ	Contr	47	15
648	5	KZ7	C	KZ	Contr	51	18
649	2	KZ7	C	KZ	Contr	18	3
649	2	KZ7	C	KZ	Contr	29	6
649	2	KZ7	C	KZ	Contr	43	9
649	2	KZ7	C	KZ	Contr	45	12
649	2	KZ7	C	KZ	Contr	60	15
649	2	KZ7	C	KZ	Contr	51	18
650	26	KZ7	C	KZ	Contr	18	3
650	26	KZ7	C	KZ	Contr	30	6
650	26	KZ7	C	KZ	Contr	42	9
650	26	KZ7	C	KZ	Contr	48	12
650	26	KZ7	C	KZ	Contr	50	15
650	26	KZ7	C	KZ	Contr	51	18
651	25	EU1	C	EU	Contr	17	3
651	25	EU1	C	EU	Contr	34	6
651	25	EU1	C	EU	Contr	47	9
651	25	EU1	C	EU	Contr	55	12
651	25	EU1	C	EU	Contr	54	15
651	25	EU1	C	EU	Contr	53	18
652	26	EU1	C	EU	Contr	19	3
652	26	EU1	C	EU	Contr	27	6
652	26	EU1	C	EU	Contr	45	9
652	26	EU1	C	EU	Contr	55	12
652	26	EU1	C	EU	Contr	55	15
652	26	EU1	C	EU	Contr	51.5	18
653	1	EU1	C	EU	Contr	19	3
653	1	EU1	C	EU	Contr	37	6
653	1	EU1	C	EU	Contr	53	9
653	1	EU1	C	EU	Contr	56	12
653	1	EU1	C	EU	Contr	56	15
653	1	EU1	C	EU	Contr	55	18
654	28	EU1	C	EU	Contr	14	3
654	28	EU1	C	EU	Contr	35	6
654	28	EU1	C	EU	Contr	36	9
654	28	EU1	C	EU	Contr	52	12
654	28	EU1	C	EU	Contr	55	15
654	28	EU1	C	EU	Contr	54	18
655	23	EU1	C	EU	Contr	17	3
655	23	EU1	C	EU	Contr	37	6
655	23	EU1	C	EU	Contr	47	9
655	23	EU1	C	EU	Contr	48	12
655	23	EU1	C	EU	Contr	48	15
655	23	EU1	C	EU	Contr	45	18
656	27	EU1	C	EU	Contr	16	3
656	27	EU1	C	EU	Contr	29	6
656	27	EU1	C	EU	Contr	42	9
656	27	EU1	C	EU	Contr	48	12
656	27	EU1	C	EU	Contr	56	15
656	27	EU1	C	EU	Contr	56	18
657	12	EU1	C	EU	Contr	16	3
657	12	EU1	C	EU	Contr	36	6
657	12	EU1	C	EU	Contr	43	9
657	12	EU1	C	EU	Contr	49	12
657	12	EU1	C	EU	Contr	53	15
657	12	EU1	C	EU	Contr	53	18
658	8	EU1	C	EU	Contr	19	3
658	8	EU1	C	EU	Contr	35	6
658	8	EU1	C	EU	Contr	50	9
658	8	EU1	C	EU	Contr	61	12
658	8	EU1	C	EU	Contr	60	15
658	8	EU1	C	EU	Contr	58.5	18
659	3	EU1	C	EU	Contr	14	3
659	3	EU1	C	EU	Contr	25	6
659	3	EU1	C	EU	Contr	37	9
659	3	EU1	C	EU	Contr	47	12
659	3	EU1	C	EU	Contr	52	15
659	3	EU1	C	EU	Contr	55.5	18
660	17	EU1	C	EU	Contr	18	3
660	17	EU1	C	EU	Contr	33	6
660	17	EU1	C	EU	Contr	45	9
660	17	EU1	C	EU	Contr	51	12
660	17	EU1	C	EU	Contr	52	15
660	17	EU1	C	EU	Contr	54	18
661	4	EU2	C	EU	Contr	22	3
661	4	EU2	C	EU	Contr	30	6
661	4	EU2	C	EU	Contr	49	9
661	4	EU2	C	EU	Contr	55	12
661	4	EU2	C	EU	Contr	53	15
661	4	EU2	C	EU	Contr	55	18
662	4	EU2	C	EU	Contr	17	3
662	4	EU2	C	EU	Contr	40	6
662	4	EU2	C	EU	Contr	52	9
662	4	EU2	C	EU	Contr	55	12
662	4	EU2	C	EU	Contr	55	15
662	4	EU2	C	EU	Contr	56	18
663	10	EU2	C	EU	Contr	22	3
663	10	EU2	C	EU	Contr	27	6
663	10	EU2	C	EU	Contr	46	9
663	10	EU2	C	EU	Contr	55	12
663	10	EU2	C	EU	Contr	55	15
663	10	EU2	C	EU	Contr	53	18
664	18	EU2	C	EU	Contr	22	3
664	18	EU2	C	EU	Contr	38	6
664	18	EU2	C	EU	Contr	52	9
664	18	EU2	C	EU	Contr	59	12
664	18	EU2	C	EU	Contr	58	15
664	18	EU2	C	EU	Contr	57.5	18
665	10	EU2	C	EU	Contr	15	3
665	10	EU2	C	EU	Contr	24	6
665	10	EU2	C	EU	Contr	37	9
665	10	EU2	C	EU	Contr	41	12
665	10	EU2	C	EU	Contr	41	15
665	10	EU2	C	EU	Contr	40	18
666	11	EU2	C	EU	Contr	12	3
666	11	EU2	C	EU	Contr	17	6
666	11	EU2	C	EU	Contr	34	9
666	11	EU2	C	EU	Contr	39	12
666	11	EU2	C	EU	Contr	40	15
666	11	EU2	C	EU	Contr	41	18
667	22	EU2	C	EU	Contr	14	3
667	22	EU2	C	EU	Contr	32	6
667	22	EU2	C	EU	Contr	42	9
667	22	EU2	C	EU	Contr	43	12
667	22	EU2	C	EU	Contr	57	15
667	22	EU2	C	EU	Contr	58.5	18
668	5	EU2	C	EU	Contr	14	3
668	5	EU2	C	EU	Contr	33	6
668	5	EU2	C	EU	Contr	37	9
668	5	EU2	C	EU	Contr	42	12
668	5	EU2	C	EU	Contr	46	15
668	5	EU2	C	EU	Contr	47	18
669	19	EU2	C	EU	Contr	18	3
669	19	EU2	C	EU	Contr	30	6
669	19	EU2	C	EU	Contr	52	9
669	19	EU2	C	EU	Contr	54	12
669	19	EU2	C	EU	Contr	58	15
669	19	EU2	C	EU	Contr	57	18
670	20	EU2	C	EU	Contr	20	3
670	20	EU2	C	EU	Contr	30	6
670	20	EU2	C	EU	Contr	48	9
670	20	EU2	C	EU	Contr	51	12
670	20	EU2	C	EU	Contr	56	15
670	20	EU2	C	EU	Contr	55.5	18
671	16	EU4	C	EU	Contr	21	3
671	16	EU4	C	EU	Contr	33	6
671	16	EU4	C	EU	Contr	43	9
671	16	EU4	C	EU	Contr	54	12
671	16	EU4	C	EU	Contr	56	15
671	16	EU4	C	EU	Contr	57	18
672	7	EU4	C	EU	Contr	16	3
672	7	EU4	C	EU	Contr	38	6
672	7	EU4	C	EU	Contr	54	9
672	7	EU4	C	EU	Contr	58	12
672	7	EU4	C	EU	Contr	56	15
672	7	EU4	C	EU	Contr	57	18
673	7	EU4	C	EU	Contr	20	3
673	7	EU4	C	EU	Contr	32	6
673	7	EU4	C	EU	Contr	49	9
673	7	EU4	C	EU	Contr	48	12
673	7	EU4	C	EU	Contr	48	15
673	7	EU4	C	EU	Contr	48	18
674	11	EU4	C	EU	Contr	18	3
674	11	EU4	C	EU	Contr	32	6
674	11	EU4	C	EU	Contr	51	9
674	11	EU4	C	EU	Contr	55	12
674	11	EU4	C	EU	Contr	61	15
674	11	EU4	C	EU	Contr	62	18
675	15	EU4	C	EU	Contr	17	3
675	15	EU4	C	EU	Contr	28	6
675	15	EU4	C	EU	Contr	45	9
675	15	EU4	C	EU	Contr	56	12
675	15	EU4	C	EU	Contr	58	15
675	15	EU4	C	EU	Contr	61	18
676	22	EU4	C	EU	Contr	18	3
676	22	EU4	C	EU	Contr	34	6
676	22	EU4	C	EU	Contr	48	9
676	22	EU4	C	EU	Contr	56	12
676	22	EU4	C	EU	Contr	58	15
676	22	EU4	C	EU	Contr	65	18
677	22	EU4	C	EU	Contr	14	3
677	22	EU4	C	EU	Contr	27	6
677	22	EU4	C	EU	Contr	45	9
677	22	EU4	C	EU	Contr	44	12
677	22	EU4	C	EU	Contr	53	15
677	22	EU4	C	EU	Contr	54	18
678	1	EU4	C	EU	Contr	15	3
678	1	EU4	C	EU	Contr	32	6
678	1	EU4	C	EU	Contr	45	9
678	1	EU4	C	EU	Contr	52	12
678	1	EU4	C	EU	Contr	63	15
678	1	EU4	C	EU	Contr	62	18
679	5	EU4	C	EU	Contr	15	3
679	5	EU4	C	EU	Contr	30	6
679	5	EU4	C	EU	Contr	45	9
679	5	EU4	C	EU	Contr	57	12
679	5	EU4	C	EU	Contr	58	15
679	5	EU4	C	EU	Contr	58.5	18
680	10	EU4	C	EU	Contr	18	3
680	10	EU4	C	EU	Contr	25	6
680	10	EU4	C	EU	Contr	39	9
680	10	EU4	C	EU	Contr	55	12
680	10	EU4	C	EU	Contr	57	15
680	10	EU4	C	EU	Contr	57	18
681	9	EU5	C	EU	Contr	15	3
681	9	EU5	C	EU	Contr	32	6
681	9	EU5	C	EU	Contr	48	9
681	9	EU5	C	EU	Contr	48	12
681	9	EU5	C	EU	Contr	52	15
681	9	EU5	C	EU	Contr	56	18
682	5	EU5	C	EU	Contr	14	3
682	5	EU5	C	EU	Contr	28	6
682	5	EU5	C	EU	Contr	43	9
682	5	EU5	C	EU	Contr	45	12
682	5	EU5	C	EU	Contr	47	15
682	5	EU5	C	EU	Contr	49	18
683	21	EU5	C	EU	Contr	15	3
683	21	EU5	C	EU	Contr	34	6
683	21	EU5	C	EU	Contr	52	9
683	21	EU5	C	EU	Contr	56	12
683	21	EU5	C	EU	Contr	52	15
683	21	EU5	C	EU	Contr	50	18
684	26	EU5	C	EU	Contr	16	3
684	26	EU5	C	EU	Contr	28	6
684	26	EU5	C	EU	Contr	43	9
684	26	EU5	C	EU	Contr	50	12
684	26	EU5	C	EU	Contr	49	15
684	26	EU5	C	EU	Contr	51	18
685	4	EU5	C	EU	Contr	19	3
685	4	EU5	C	EU	Contr	30	6
685	4	EU5	C	EU	Contr	51	9
685	4	EU5	C	EU	Contr	51	12
685	4	EU5	C	EU	Contr	49	15
685	4	EU5	C	EU	Contr	50	18
686	8	EU5	C	EU	Contr	13	3
686	8	EU5	C	EU	Contr	32	6
686	8	EU5	C	EU	Contr	41	9
686	8	EU5	C	EU	Contr	54	12
686	8	EU5	C	EU	Contr	51	15
686	8	EU5	C	EU	Contr	52	18
687	12	EU5	C	EU	Contr	17	3
687	12	EU5	C	EU	Contr	32	6
687	12	EU5	C	EU	Contr	45	9
687	12	EU5	C	EU	Contr	58	12
687	12	EU5	C	EU	Contr	57	15
687	12	EU5	C	EU	Contr	58	18
688	8	EU5	C	EU	Contr	12	3
688	8	EU5	C	EU	Contr	25	6
688	8	EU5	C	EU	Contr	36	9
688	8	EU5	C	EU	Contr	46	12
688	8	EU5	C	EU	Contr	57	15
688	8	EU5	C	EU	Contr	52.5	18
689	12	EU5	C	EU	Contr	16	3
689	12	EU5	C	EU	Contr	16	6
689	12	EU5	C	EU	Contr	33	9
689	12	EU5	C	EU	Contr	47	12
689	12	EU5	C	EU	Contr	46	15
689	12	EU5	C	EU	Contr	49.5	18
690	15	EU5	C	EU	Contr	13	3
690	15	EU5	C	EU	Contr	26	6
690	15	EU5	C	EU	Contr	48	9
690	15	EU5	C	EU	Contr	47	12
690	15	EU5	C	EU	Contr	52	15
690	15	EU5	C	EU	Contr	53	18
691	12	EU6	C	EU	Contr	15	3
691	12	EU6	C	EU	Contr	21	6
691	12	EU6	C	EU	Contr	34	9
691	12	EU6	C	EU	Contr	45	12
691	12	EU6	C	EU	Contr	46	15
691	12	EU6	C	EU	Contr	44	18
692	1	EU6	C	EU	Contr	10	3
692	1	EU6	C	EU	Contr	31	6
692	1	EU6	C	EU	Contr	40	9
692	1	EU6	C	EU	Contr	48	12
692	1	EU6	C	EU	Contr	49	15
692	1	EU6	C	EU	Contr	49	18
693	15	EU6	C	EU	Contr	18	3
693	15	EU6	C	EU	Contr	31	6
693	15	EU6	C	EU	Contr	42	9
693	15	EU6	C	EU	Contr	40	12
693	15	EU6	C	EU	Contr	46	15
693	15	EU6	C	EU	Contr	48	18
694	19	EU6	C	EU	Contr	16	3
694	19	EU6	C	EU	Contr	28	6
694	19	EU6	C	EU	Contr	38	9
694	19	EU6	C	EU	Contr	46	12
694	19	EU6	C	EU	Contr	47	15
694	19	EU6	C	EU	Contr	48	18
695	3	EU6	C	EU	Contr	16	3
695	3	EU6	C	EU	Contr	27	6
695	3	EU6	C	EU	Contr	40	9
695	3	EU6	C	EU	Contr	45	12
695	3	EU6	C	EU	Contr	49	15
695	3	EU6	C	EU	Contr	50	18
696	8	EU6	C	EU	Contr	17	3
696	8	EU6	C	EU	Contr	31	6
696	8	EU6	C	EU	Contr	40	9
696	8	EU6	C	EU	Contr	46	12
696	8	EU6	C	EU	Contr	45	15
696	8	EU6	C	EU	Contr	49.5	18
697	5	EU6	C	EU	Contr	14	3
697	5	EU6	C	EU	Contr	29	6
697	5	EU6	C	EU	Contr	36	9
697	5	EU6	C	EU	Contr	45	12
697	5	EU6	C	EU	Contr	46	15
697	5	EU6	C	EU	Contr	47	18
698	25	EU6	C	EU	Contr	21	3
698	25	EU6	C	EU	Contr	38	6
698	25	EU6	C	EU	Contr	44	9
698	25	EU6	C	EU	Contr	50	12
698	25	EU6	C	EU	Contr	48	15
698	25	EU6	C	EU	Contr	49.5	18
699	12	EU6	C	EU	Contr	16	3
699	12	EU6	C	EU	Contr	34	6
699	12	EU6	C	EU	Contr	42	9
699	12	EU6	C	EU	Contr	52	12
699	12	EU6	C	EU	Contr	54	15
699	12	EU6	C	EU	Contr	55	18
700	26	EU6	C	EU	Contr	13	3
700	26	EU6	C	EU	Contr	27	6
700	26	EU6	C	EU	Contr	34	9
700	26	EU6	C	EU	Contr	39	12
700	26	EU6	C	EU	Contr	44	15
700	26	EU6	C	EU	Contr	45.5	18
