ind	block	plant	soil	region	geo_dist	height	time
366	12	EU1	EU2	EU	82.02	41	9
366	12	EU1	EU2	EU	82.02	49	12
366	12	EU1	EU2	EU	82.02	56	15
366	12	EU1	EU2	EU	82.02	56	18
367	28	EU1	EU2	EU	82.02	18	3
367	28	EU1	EU2	EU	82.02	25	6
367	28	EU1	EU2	EU	82.02	39	9
367	28	EU1	EU2	EU	82.02	46	12
367	28	EU1	EU2	EU	82.02	53	15
367	28	EU1	EU2	EU	82.02	52	18
368	17	EU1	EU2	EU	82.02	19	3
368	17	EU1	EU2	EU	82.02	20	6
368	17	EU1	EU2	EU	82.02	38	9
368	17	EU1	EU2	EU	82.02	42	12
368	17	EU1	EU2	EU	82.02	48	15
368	17	EU1	EU2	EU	82.02	49	18
369	21	EU1	EU2	EU	82.02	18	3
369	21	EU1	EU2	EU	82.02	24	6
369	21	EU1	EU2	EU	82.02	43	9
369	21	EU1	EU2	EU	82.02	48	12
369	21	EU1	EU2	EU	82.02	48	15
369	21	EU1	EU2	EU	82.02	51	18
370	26	EU1	EU2	EU	82.02	19	3
370	26	EU1	EU2	EU	82.02	28	6
370	26	EU1	EU2	EU	82.02	41	9
370	26	EU1	EU2	EU	82.02	49	12
370	26	EU1	EU2	EU	82.02	55	15
370	26	EU1	EU2	EU	82.02	56	18
171	18	EU1	KZ3	EU	3000	18	3
171	18	EU1	KZ3	EU	3000	30	6
171	18	EU1	KZ3	EU	3000	47	9
171	18	EU1	KZ3	EU	3000	58	12
171	18	EU1	KZ3	EU	3000	58	15
171	18	EU1	KZ3	EU	3000	57.5	18
172	21	EU1	KZ3	EU	3000	7	3
172	21	EU1	KZ3	EU	3000	31	6
172	21	EU1	KZ3	EU	3000	35	9
172	21	EU1	KZ3	EU	3000	39	12
172	21	EU1	KZ3	EU	3000	42	15
172	21	EU1	KZ3	EU	3000	36	18
173	16	EU1	KZ3	EU	3000	16	3
173	16	EU1	KZ3	EU	3000	29	6
173	16	EU1	KZ3	EU	3000	42	9
173	16	EU1	KZ3	EU	3000	50	12
173	16	EU1	KZ3	EU	3000	50	15
173	16	EU1	KZ3	EU	3000	49.5	18
174	27	EU1	KZ3	EU	3000	14	3
174	27	EU1	KZ3	EU	3000	27	6
174	27	EU1	KZ3	EU	3000	40	9
174	27	EU1	KZ3	EU	3000	47	12
174	27	EU1	KZ3	EU	3000	49	15
174	27	EU1	KZ3	EU	3000	49	18
175	25	EU1	KZ3	EU	3000	15	3
175	25	EU1	KZ3	EU	3000	26	6
175	25	EU1	KZ3	EU	3000	44	9
175	25	EU1	KZ3	EU	3000	44	12
175	25	EU1	KZ3	EU	3000	44	15
175	25	EU1	KZ3	EU	3000	44	18
176	4	EU1	KZ3	EU	3000	18	3
176	4	EU1	KZ3	EU	3000	27	6
176	4	EU1	KZ3	EU	3000	30	9
176	4	EU1	KZ3	EU	3000	38	12
176	4	EU1	KZ3	EU	3000	38	15
176	4	EU1	KZ3	EU	3000	38	18
177	7	EU1	KZ3	EU	3000	14	3
177	7	EU1	KZ3	EU	3000	14	6
177	7	EU1	KZ3	EU	3000	14	9
177	7	EU1	KZ3	EU	3000	21	12
177	7	EU1	KZ3	EU	3000	18	15
177	7	EU1	KZ3	EU	3000	20	18
178	17	EU1	KZ3	EU	3000	19	3
178	17	EU1	KZ3	EU	3000	25	6
178	17	EU1	KZ3	EU	3000	34	9
178	17	EU1	KZ3	EU	3000	40	12
178	17	EU1	KZ3	EU	3000	38	15
178	17	EU1	KZ3	EU	3000	39	18
179	12	EU1	KZ3	EU	3000	16	3
179	12	EU1	KZ3	EU	3000	27	6
179	12	EU1	KZ3	EU	3000	42	9
179	12	EU1	KZ3	EU	3000	45	12
179	12	EU1	KZ3	EU	3000	44	15
179	12	EU1	KZ3	EU	3000	43	18
180	9	EU1	KZ3	EU	3000	9	3
180	9	EU1	KZ3	EU	3000	10	6
180	9	EU1	KZ3	EU	3000	9	9
180	9	EU1	KZ3	EU	3000	16	12
180	9	EU1	KZ3	EU	3000	17	15
180	9	EU1	KZ3	EU	3000	17	18
351	2	KZ3	EU1	KZ	3000	13	3
351	2	KZ3	EU1	KZ	3000	26	6
351	2	KZ3	EU1	KZ	3000	45	9
351	2	KZ3	EU1	KZ	3000	53	12
351	2	KZ3	EU1	KZ	3000	59	15
351	2	KZ3	EU1	KZ	3000	58.5	18
352	25	KZ3	EU1	KZ	3000	16	3
352	25	KZ3	EU1	KZ	3000	27	6
352	25	KZ3	EU1	KZ	3000	41	9
352	25	KZ3	EU1	KZ	3000	51	12
352	25	KZ3	EU1	KZ	3000	52	15
352	25	KZ3	EU1	KZ	3000	53	18
353	6	KZ3	EU1	KZ	3000	19	3
353	6	KZ3	EU1	KZ	3000	29	6
353	6	KZ3	EU1	KZ	3000	41	9
353	6	KZ3	EU1	KZ	3000	54	12
353	6	KZ3	EU1	KZ	3000	55	15
353	6	KZ3	EU1	KZ	3000	57.5	18
354	10	KZ3	EU1	KZ	3000	17	3
354	10	KZ3	EU1	KZ	3000	28	6
354	10	KZ3	EU1	KZ	3000	44	9
354	10	KZ3	EU1	KZ	3000	46	12
354	10	KZ3	EU1	KZ	3000	47	15
354	10	KZ3	EU1	KZ	3000	50	18
355	3	KZ3	EU1	KZ	3000	26	3
355	3	KZ3	EU1	KZ	3000	32	6
355	3	KZ3	EU1	KZ	3000	43	9
355	3	KZ3	EU1	KZ	3000	45	12
355	3	KZ3	EU1	KZ	3000	45	15
355	3	KZ3	EU1	KZ	3000	44.5	18
356	11	KZ3	EU1	KZ	3000	12	3
356	11	KZ3	EU1	KZ	3000	15	6
356	11	KZ3	EU1	KZ	3000	15	9
356	11	KZ3	EU1	KZ	3000	15	12
356	11	KZ3	EU1	KZ	3000	15	15
356	11	KZ3	EU1	KZ	3000	14	18
357	18	KZ3	EU1	KZ	3000	19	3
357	18	KZ3	EU1	KZ	3000	29	6
357	18	KZ3	EU1	KZ	3000	45	9
357	18	KZ3	EU1	KZ	3000	47	12
357	18	KZ3	EU1	KZ	3000	51	15
357	18	KZ3	EU1	KZ	3000	50	18
358	22	KZ3	EU1	KZ	3000	20	3
358	22	KZ3	EU1	KZ	3000	32	6
358	22	KZ3	EU1	KZ	3000	40	9
358	22	KZ3	EU1	KZ	3000	48	12
358	22	KZ3	EU1	KZ	3000	49	15
358	22	KZ3	EU1	KZ	3000	50	18
359	28	KZ3	EU1	KZ	3000	20	3
359	28	KZ3	EU1	KZ	3000	28	6
359	28	KZ3	EU1	KZ	3000	45	9
359	28	KZ3	EU1	KZ	3000	54	12
359	28	KZ3	EU1	KZ	3000	54	15
359	28	KZ3	EU1	KZ	3000	52	18
360	15	KZ3	EU1	KZ	3000	22	3
360	15	KZ3	EU1	KZ	3000	33	6
360	15	KZ3	EU1	KZ	3000	47	9
360	15	KZ3	EU1	KZ	3000	53	12
360	15	KZ3	EU1	KZ	3000	51	15
360	15	KZ3	EU1	KZ	3000	50.5	18
111	7	EU5	KZ2	EU	3000	17	3
111	7	EU5	KZ2	EU	3000	18	6
111	7	EU5	KZ2	EU	3000	33	9
111	7	EU5	KZ2	EU	3000	47	12
111	7	EU5	KZ2	EU	3000	47	15
111	7	EU5	KZ2	EU	3000	54.5	18
112	16	EU5	KZ2	EU	3000	15	3
112	16	EU5	KZ2	EU	3000	27	6
112	16	EU5	KZ2	EU	3000	41	9
112	16	EU5	KZ2	EU	3000	52	12
112	16	EU5	KZ2	EU	3000	54	15
112	16	EU5	KZ2	EU	3000	57	18
113	12	EU5	KZ2	EU	3000	13	3
113	12	EU5	KZ2	EU	3000	25	6
113	12	EU5	KZ2	EU	3000	39	9
113	12	EU5	KZ2	EU	3000	53	12
113	12	EU5	KZ2	EU	3000	54	15
113	12	EU5	KZ2	EU	3000	53	18
114	3	EU5	KZ2	EU	3000	17	3
114	3	EU5	KZ2	EU	3000	30	6
114	3	EU5	KZ2	EU	3000	46	9
114	3	EU5	KZ2	EU	3000	59	12
114	3	EU5	KZ2	EU	3000	59	15
114	3	EU5	KZ2	EU	3000	59	18
115	2	EU5	KZ2	EU	3000	16	3
115	2	EU5	KZ2	EU	3000	19	6
115	2	EU5	KZ2	EU	3000	44	9
115	2	EU5	KZ2	EU	3000	57	12
115	2	EU5	KZ2	EU	3000	66	15
115	2	EU5	KZ2	EU	3000	65	18
116	21	EU5	KZ2	EU	3000	20	3
116	21	EU5	KZ2	EU	3000	34	6
116	21	EU5	KZ2	EU	3000	52	9
116	21	EU5	KZ2	EU	3000	59	12
116	21	EU5	KZ2	EU	3000	59	15
116	21	EU5	KZ2	EU	3000	59	18
117	24	EU5	KZ2	EU	3000	12	3
117	24	EU5	KZ2	EU	3000	27	6
117	24	EU5	KZ2	EU	3000	45	9
117	24	EU5	KZ2	EU	3000	54	12
117	24	EU5	KZ2	EU	3000	55	15
117	24	EU5	KZ2	EU	3000	57	18
118	18	EU5	KZ2	EU	3000	13	3
118	18	EU5	KZ2	EU	3000	30	6
118	18	EU5	KZ2	EU	3000	54	9
118	18	EU5	KZ2	EU	3000	61	12
118	18	EU5	KZ2	EU	3000	62	15
118	18	EU5	KZ2	EU	3000	66	18
119	8	EU5	KZ2	EU	3000	12	3
119	8	EU5	KZ2	EU	3000	27	6
119	8	EU5	KZ2	EU	3000	44	9
119	8	EU5	KZ2	EU	3000	57	12
119	8	EU5	KZ2	EU	3000	58	15
119	8	EU5	KZ2	EU	3000	60	18
120	25	EU5	KZ2	EU	3000	13	3
120	25	EU5	KZ2	EU	3000	24	6
120	25	EU5	KZ2	EU	3000	36	9
120	25	EU5	KZ2	EU	3000	47	12
120	25	EU5	KZ2	EU	3000	54	15
120	25	EU5	KZ2	EU	3000	54	18
531	9	KZ2	EU5	KZ	3000	13	3
531	9	KZ2	EU5	KZ	3000	26	6
531	9	KZ2	EU5	KZ	3000	42	9
531	9	KZ2	EU5	KZ	3000	49	12
531	9	KZ2	EU5	KZ	3000	52	15
531	9	KZ2	EU5	KZ	3000	56	18
532	19	KZ2	EU5	KZ	3000	12	3
532	19	KZ2	EU5	KZ	3000	28	6
532	19	KZ2	EU5	KZ	3000	38	9
532	19	KZ2	EU5	KZ	3000	47	12
532	19	KZ2	EU5	KZ	3000	49	15
532	19	KZ2	EU5	KZ	3000	49	18
533	19	KZ2	EU5	KZ	3000	16	3
533	19	KZ2	EU5	KZ	3000	23	6
533	19	KZ2	EU5	KZ	3000	35	9
533	19	KZ2	EU5	KZ	3000	37	12
533	19	KZ2	EU5	KZ	3000	39	15
533	19	KZ2	EU5	KZ	3000	44	18
534	25	KZ2	EU5	KZ	3000	17	3
534	25	KZ2	EU5	KZ	3000	27	6
534	25	KZ2	EU5	KZ	3000	40	9
534	25	KZ2	EU5	KZ	3000	52	12
534	25	KZ2	EU5	KZ	3000	59	15
534	25	KZ2	EU5	KZ	3000	58.5	18
535	3	KZ2	EU5	KZ	3000	16	3
535	3	KZ2	EU5	KZ	3000	31	6
535	3	KZ2	EU5	KZ	3000	40	9
535	3	KZ2	EU5	KZ	3000	52	12
535	3	KZ2	EU5	KZ	3000	54	15
535	3	KZ2	EU5	KZ	3000	54.5	18
536	15	KZ2	EU5	KZ	3000	14	3
536	15	KZ2	EU5	KZ	3000	21	6
536	15	KZ2	EU5	KZ	3000	38	9
536	15	KZ2	EU5	KZ	3000	38	12
536	15	KZ2	EU5	KZ	3000	45	15
536	15	KZ2	EU5	KZ	3000	46	18
537	4	KZ2	EU5	KZ	3000	16	3
537	4	KZ2	EU5	KZ	3000	28	6
537	4	KZ2	EU5	KZ	3000	30	9
537	4	KZ2	EU5	KZ	3000	39	12
537	4	KZ2	EU5	KZ	3000	48	15
537	4	KZ2	EU5	KZ	3000	49	18
538	1	KZ2	EU5	KZ	3000	16	3
538	1	KZ2	EU5	KZ	3000	24	6
538	1	KZ2	EU5	KZ	3000	44	9
538	1	KZ2	EU5	KZ	3000	44	12
538	1	KZ2	EU5	KZ	3000	49	15
538	1	KZ2	EU5	KZ	3000	48	18
539	16	KZ2	EU5	KZ	3000	19	3
539	16	KZ2	EU5	KZ	3000	23	6
539	16	KZ2	EU5	KZ	3000	39	9
539	16	KZ2	EU5	KZ	3000	49	12
539	16	KZ2	EU5	KZ	3000	48	15
539	16	KZ2	EU5	KZ	3000	49	18
540	13	KZ2	EU5	KZ	3000	12	3
540	13	KZ2	EU5	KZ	3000	27	6
540	13	KZ2	EU5	KZ	3000	35	9
540	13	KZ2	EU5	KZ	3000	44	12
540	13	KZ2	EU5	KZ	3000	46	15
540	13	KZ2	EU5	KZ	3000	47	18
231	9	EU2	KZ6	EU	3000	14	3
231	9	EU2	KZ6	EU	3000	24	6
231	9	EU2	KZ6	EU	3000	45	9
231	9	EU2	KZ6	EU	3000	50	12
231	9	EU2	KZ6	EU	3000	52	15
231	9	EU2	KZ6	EU	3000	52.5	18
232	16	EU2	KZ6	EU	3000	16	3
232	16	EU2	KZ6	EU	3000	26	6
232	16	EU2	KZ6	EU	3000	38	9
232	16	EU2	KZ6	EU	3000	54	12
232	16	EU2	KZ6	EU	3000	58	15
232	16	EU2	KZ6	EU	3000	57	18
233	18	EU2	KZ6	EU	3000	13	3
233	18	EU2	KZ6	EU	3000	29	6
233	18	EU2	KZ6	EU	3000	45	9
233	18	EU2	KZ6	EU	3000	52	12
233	18	EU2	KZ6	EU	3000	50	15
233	18	EU2	KZ6	EU	3000	48.5	18
234	17	EU2	KZ6	EU	3000	15	3
234	17	EU2	KZ6	EU	3000	27	6
234	17	EU2	KZ6	EU	3000	39	9
234	17	EU2	KZ6	EU	3000	51	12
234	17	EU2	KZ6	EU	3000	50	15
234	17	EU2	KZ6	EU	3000	50	18
235	24	EU2	KZ6	EU	3000	16	3
235	24	EU2	KZ6	EU	3000	28	6
235	24	EU2	KZ6	EU	3000	42	9
235	24	EU2	KZ6	EU	3000	53	12
235	24	EU2	KZ6	EU	3000	52	15
235	24	EU2	KZ6	EU	3000	53	18
236	23	EU2	KZ6	EU	3000	9	3
236	23	EU2	KZ6	EU	3000	23	6
236	23	EU2	KZ6	EU	3000	41	9
236	23	EU2	KZ6	EU	3000	53	12
236	23	EU2	KZ6	EU	3000	54	15
236	23	EU2	KZ6	EU	3000	56	18
237	21	EU2	KZ6	EU	3000	15	3
237	21	EU2	KZ6	EU	3000	22	6
237	21	EU2	KZ6	EU	3000	43	9
237	21	EU2	KZ6	EU	3000	46	12
237	21	EU2	KZ6	EU	3000	42	15
237	21	EU2	KZ6	EU	3000	43	18
238	24	EU2	KZ6	EU	3000	15	3
238	24	EU2	KZ6	EU	3000	27	6
238	24	EU2	KZ6	EU	3000	43	9
238	24	EU2	KZ6	EU	3000	46	12
238	24	EU2	KZ6	EU	3000	46	15
238	24	EU2	KZ6	EU	3000	45	18
239	28	EU2	KZ6	EU	3000	14	3
239	28	EU2	KZ6	EU	3000	19	6
239	28	EU2	KZ6	EU	3000	34	9
239	28	EU2	KZ6	EU	3000	42	12
239	28	EU2	KZ6	EU	3000	51	15
239	28	EU2	KZ6	EU	3000	50	18
240	27	EU2	KZ6	EU	3000	8	3
240	27	EU2	KZ6	EU	3000	18	6
240	27	EU2	KZ6	EU	3000	35	9
240	27	EU2	KZ6	EU	3000	48	12
240	27	EU2	KZ6	EU	3000	56	15
240	27	EU2	KZ6	EU	3000	59	18
411	22	KZ6	EU2	KZ	3000	21	3
411	22	KZ6	EU2	KZ	3000	24	6
411	22	KZ6	EU2	KZ	3000	39	9
411	22	KZ6	EU2	KZ	3000	46	12
411	22	KZ6	EU2	KZ	3000	48	15
411	22	KZ6	EU2	KZ	3000	49	18
412	15	KZ6	EU2	KZ	3000	14	3
412	15	KZ6	EU2	KZ	3000	26	6
412	15	KZ6	EU2	KZ	3000	38	9
412	15	KZ6	EU2	KZ	3000	44	12
412	15	KZ6	EU2	KZ	3000	47	15
412	15	KZ6	EU2	KZ	3000	51	18
414	17	KZ6	EU2	KZ	3000	16	3
414	17	KZ6	EU2	KZ	3000	13	6
414	17	KZ6	EU2	KZ	3000	17	9
414	17	KZ6	EU2	KZ	3000	15	12
414	17	KZ6	EU2	KZ	3000	14	15
414	17	KZ6	EU2	KZ	3000	13	18
415	28	KZ6	EU2	KZ	3000	18	3
415	28	KZ6	EU2	KZ	3000	26	6
415	28	KZ6	EU2	KZ	3000	43	9
415	28	KZ6	EU2	KZ	3000	51	12
415	28	KZ6	EU2	KZ	3000	55	15
415	28	KZ6	EU2	KZ	3000	56.5	18
416	10	KZ6	EU2	KZ	3000	16	3
416	10	KZ6	EU2	KZ	3000	12	6
416	10	KZ6	EU2	KZ	3000	24	9
416	10	KZ6	EU2	KZ	3000	25	12
416	10	KZ6	EU2	KZ	3000	38	15
416	10	KZ6	EU2	KZ	3000	41	18
417	4	KZ6	EU2	KZ	3000	9	3
417	4	KZ6	EU2	KZ	3000	15	6
417	4	KZ6	EU2	KZ	3000	34	9
417	4	KZ6	EU2	KZ	3000	42	12
417	4	KZ6	EU2	KZ	3000	50	15
417	4	KZ6	EU2	KZ	3000	52	18
418	7	KZ6	EU2	KZ	3000	18	3
418	7	KZ6	EU2	KZ	3000	29	6
418	7	KZ6	EU2	KZ	3000	44	9
418	7	KZ6	EU2	KZ	3000	48	12
418	7	KZ6	EU2	KZ	3000	52	15
418	7	KZ6	EU2	KZ	3000	54	18
419	8	KZ6	EU2	KZ	3000	14	3
419	8	KZ6	EU2	KZ	3000	23	6
419	8	KZ6	EU2	KZ	3000	39	9
419	8	KZ6	EU2	KZ	3000	47	12
419	8	KZ6	EU2	KZ	3000	51	15
419	8	KZ6	EU2	KZ	3000	49.5	18
420	15	KZ6	EU2	KZ	3000	14	3
420	15	KZ6	EU2	KZ	3000	22	6
420	15	KZ6	EU2	KZ	3000	31	9
420	15	KZ6	EU2	KZ	3000	38	12
420	15	KZ6	EU2	KZ	3000	42	15
420	15	KZ6	EU2	KZ	3000	47	18
291	26	EU4	KZ7	EU	3000	19	3
291	26	EU4	KZ7	EU	3000	27	6
291	26	EU4	KZ7	EU	3000	43	9
291	26	EU4	KZ7	EU	3000	48	12
291	26	EU4	KZ7	EU	3000	58	15
291	26	EU4	KZ7	EU	3000	57.5	18
292	24	EU4	KZ7	EU	3000	14	3
292	24	EU4	KZ7	EU	3000	27	6
292	24	EU4	KZ7	EU	3000	43	9
292	24	EU4	KZ7	EU	3000	52	12
292	24	EU4	KZ7	EU	3000	55	15
292	24	EU4	KZ7	EU	3000	57	18
293	23	EU4	KZ7	EU	3000	16	3
293	23	EU4	KZ7	EU	3000	27	6
293	23	EU4	KZ7	EU	3000	45	9
293	23	EU4	KZ7	EU	3000	41	12
293	23	EU4	KZ7	EU	3000	56	15
293	23	EU4	KZ7	EU	3000	56	18
294	18	EU4	KZ7	EU	3000	16	3
294	18	EU4	KZ7	EU	3000	33	6
294	18	EU4	KZ7	EU	3000	45	9
294	18	EU4	KZ7	EU	3000	54	12
294	18	EU4	KZ7	EU	3000	63	15
294	18	EU4	KZ7	EU	3000	65	18
295	12	EU4	KZ7	EU	3000	18	3
295	12	EU4	KZ7	EU	3000	29	6
295	12	EU4	KZ7	EU	3000	44	9
295	12	EU4	KZ7	EU	3000	54	12
295	12	EU4	KZ7	EU	3000	65	15
295	12	EU4	KZ7	EU	3000	65	18
296	11	EU4	KZ7	EU	3000	21	3
296	11	EU4	KZ7	EU	3000	35	6
296	11	EU4	KZ7	EU	3000	49	9
296	11	EU4	KZ7	EU	3000	52	12
296	11	EU4	KZ7	EU	3000	57	15
296	11	EU4	KZ7	EU	3000	56	18
297	11	EU4	KZ7	EU	3000	18	3
297	11	EU4	KZ7	EU	3000	28	6
297	11	EU4	KZ7	EU	3000	48	9
297	11	EU4	KZ7	EU	3000	58	12
297	11	EU4	KZ7	EU	3000	57	15
297	11	EU4	KZ7	EU	3000	57	18
298	28	EU4	KZ7	EU	3000	17	3
298	28	EU4	KZ7	EU	3000	18	6
298	28	EU4	KZ7	EU	3000	26	9
298	28	EU4	KZ7	EU	3000	26	12
298	28	EU4	KZ7	EU	3000	28	15
298	28	EU4	KZ7	EU	3000	38	18
299	27	EU4	KZ7	EU	3000	17	3
299	27	EU4	KZ7	EU	3000	29	6
299	27	EU4	KZ7	EU	3000	41	9
299	27	EU4	KZ7	EU	3000	50	12
299	27	EU4	KZ7	EU	3000	55	15
299	27	EU4	KZ7	EU	3000	55	18
300	23	EU4	KZ7	EU	3000	19	3
300	23	EU4	KZ7	EU	3000	30	6
300	23	EU4	KZ7	EU	3000	49	9
300	23	EU4	KZ7	EU	3000	53	12
300	23	EU4	KZ7	EU	3000	55	15
300	23	EU4	KZ7	EU	3000	55	18
471	4	KZ7	EU4	KZ	3000	16	3
471	4	KZ7	EU4	KZ	3000	25	6
471	4	KZ7	EU4	KZ	3000	36	9
471	4	KZ7	EU4	KZ	3000	49	12
471	4	KZ7	EU4	KZ	3000	50	15
471	4	KZ7	EU4	KZ	3000	54	18
472	24	KZ7	EU4	KZ	3000	12	3
472	24	KZ7	EU4	KZ	3000	31	6
472	24	KZ7	EU4	KZ	3000	42	9
472	24	KZ7	EU4	KZ	3000	48	12
472	24	KZ7	EU4	KZ	3000	50	15
472	24	KZ7	EU4	KZ	3000	49	18
473	21	KZ7	EU4	KZ	3000	14	3
473	21	KZ7	EU4	KZ	3000	30	6
473	21	KZ7	EU4	KZ	3000	43	9
473	21	KZ7	EU4	KZ	3000	51	12
473	21	KZ7	EU4	KZ	3000	54	15
473	21	KZ7	EU4	KZ	3000	54	18
474	4	KZ7	EU4	KZ	3000	16	3
474	4	KZ7	EU4	KZ	3000	30	6
474	4	KZ7	EU4	KZ	3000	40	9
474	4	KZ7	EU4	KZ	3000	49	12
474	4	KZ7	EU4	KZ	3000	47	15
474	4	KZ7	EU4	KZ	3000	49.5	18
475	11	KZ7	EU4	KZ	3000	13	3
475	11	KZ7	EU4	KZ	3000	28	6
475	11	KZ7	EU4	KZ	3000	39	9
475	11	KZ7	EU4	KZ	3000	49	12
475	11	KZ7	EU4	KZ	3000	48	15
475	11	KZ7	EU4	KZ	3000	48	18
476	25	KZ7	EU4	KZ	3000	15	3
476	25	KZ7	EU4	KZ	3000	28	6
476	25	KZ7	EU4	KZ	3000	41	9
476	25	KZ7	EU4	KZ	3000	52	12
476	25	KZ7	EU4	KZ	3000	50	15
476	25	KZ7	EU4	KZ	3000	52	18
477	12	KZ7	EU4	KZ	3000	16	3
477	12	KZ7	EU4	KZ	3000	17	6
477	12	KZ7	EU4	KZ	3000	34	9
477	12	KZ7	EU4	KZ	3000	49	12
477	12	KZ7	EU4	KZ	3000	50	15
477	12	KZ7	EU4	KZ	3000	51	18
478	5	KZ7	EU4	KZ	3000	13	3
478	5	KZ7	EU4	KZ	3000	16	6
478	5	KZ7	EU4	KZ	3000	30	9
478	5	KZ7	EU4	KZ	3000	38	12
478	5	KZ7	EU4	KZ	3000	44	15
478	5	KZ7	EU4	KZ	3000	45	18
479	13	KZ7	EU4	KZ	3000	13	3
479	13	KZ7	EU4	KZ	3000	26	6
479	13	KZ7	EU4	KZ	3000	40	9
479	13	KZ7	EU4	KZ	3000	52	12
479	13	KZ7	EU4	KZ	3000	53	15
479	13	KZ7	EU4	KZ	3000	53	18
480	25	KZ7	EU4	KZ	3000	10	3
480	25	KZ7	EU4	KZ	3000	18	6
480	25	KZ7	EU4	KZ	3000	30	9
480	25	KZ7	EU4	KZ	3000	45	12
480	25	KZ7	EU4	KZ	3000	44	15
480	25	KZ7	EU4	KZ	3000	48	18
51	3	EU6	KZ1	EU	3000	16	3
51	3	EU6	KZ1	EU	3000	31	6
51	3	EU6	KZ1	EU	3000	39	9
51	3	EU6	KZ1	EU	3000	47	12
51	3	EU6	KZ1	EU	3000	49	15
51	3	EU6	KZ1	EU	3000	55	18
52	17	EU6	KZ1	EU	3000	17	3
52	17	EU6	KZ1	EU	3000	28	6
52	17	EU6	KZ1	EU	3000	37	9
52	17	EU6	KZ1	EU	3000	50	12
52	17	EU6	KZ1	EU	3000	52	15
52	17	EU6	KZ1	EU	3000	55.5	18
53	22	EU6	KZ1	EU	3000	17	3
53	22	EU6	KZ1	EU	3000	30	6
53	22	EU6	KZ1	EU	3000	40	9
53	22	EU6	KZ1	EU	3000	50	12
53	22	EU6	KZ1	EU	3000	55	15
53	22	EU6	KZ1	EU	3000	57	18
54	22	EU6	KZ1	EU	3000	16	3
54	22	EU6	KZ1	EU	3000	22	6
54	22	EU6	KZ1	EU	3000	36	9
54	22	EU6	KZ1	EU	3000	45	12
54	22	EU6	KZ1	EU	3000	54	15
54	22	EU6	KZ1	EU	3000	58	18
55	27	EU6	KZ1	EU	3000	17	3
55	27	EU6	KZ1	EU	3000	24	6
55	27	EU6	KZ1	EU	3000	33	9
55	27	EU6	KZ1	EU	3000	37	12
55	27	EU6	KZ1	EU	3000	51	15
55	27	EU6	KZ1	EU	3000	53	18
56	8	EU6	KZ1	EU	3000	18	3
56	8	EU6	KZ1	EU	3000	26	6
56	8	EU6	KZ1	EU	3000	43	9
56	8	EU6	KZ1	EU	3000	47	12
56	8	EU6	KZ1	EU	3000	52	15
56	8	EU6	KZ1	EU	3000	56	18
57	11	EU6	KZ1	EU	3000	17	3
57	11	EU6	KZ1	EU	3000	25	6
57	11	EU6	KZ1	EU	3000	38	9
57	11	EU6	KZ1	EU	3000	46	12
57	11	EU6	KZ1	EU	3000	49	15
57	11	EU6	KZ1	EU	3000	48.5	18
58	26	EU6	KZ1	EU	3000	14	3
58	26	EU6	KZ1	EU	3000	26	6
58	26	EU6	KZ1	EU	3000	39	9
58	26	EU6	KZ1	EU	3000	50	12
58	26	EU6	KZ1	EU	3000	61	15
58	26	EU6	KZ1	EU	3000	60.5	18
59	16	EU6	KZ1	EU	3000	16	3
59	16	EU6	KZ1	EU	3000	16	6
59	16	EU6	KZ1	EU	3000	17	9
59	16	EU6	KZ1	EU	3000	17	12
59	16	EU6	KZ1	EU	3000	16	15
59	16	EU6	KZ1	EU	3000	15	18
60	19	EU6	KZ1	EU	3000	12	3
60	19	EU6	KZ1	EU	3000	32	6
60	19	EU6	KZ1	EU	3000	43	9
60	19	EU6	KZ1	EU	3000	51	12
60	19	EU6	KZ1	EU	3000	57	15
60	19	EU6	KZ1	EU	3000	58	18
591	22	KZ1	EU6	KZ	3000	13	3
591	22	KZ1	EU6	KZ	3000	28	6
591	22	KZ1	EU6	KZ	3000	38	9
591	22	KZ1	EU6	KZ	3000	53	12
591	22	KZ1	EU6	KZ	3000	50	15
591	22	KZ1	EU6	KZ	3000	50	18
592	22	KZ1	EU6	KZ	3000	11	3
592	22	KZ1	EU6	KZ	3000	23	6
592	22	KZ1	EU6	KZ	3000	35	9
592	22	KZ1	EU6	KZ	3000	50	12
592	22	KZ1	EU6	KZ	3000	43	15
592	22	KZ1	EU6	KZ	3000	41	18
593	26	KZ1	EU6	KZ	3000	12	3
593	26	KZ1	EU6	KZ	3000	23	6
593	26	KZ1	EU6	KZ	3000	33	9
593	26	KZ1	EU6	KZ	3000	39	12
593	26	KZ1	EU6	KZ	3000	41	15
593	26	KZ1	EU6	KZ	3000	44	18
594	8	KZ1	EU6	KZ	3000	9	3
594	8	KZ1	EU6	KZ	3000	22	6
594	8	KZ1	EU6	KZ	3000	37	9
594	8	KZ1	EU6	KZ	3000	43	12
594	8	KZ1	EU6	KZ	3000	48	15
594	8	KZ1	EU6	KZ	3000	50.5	18
595	23	KZ1	EU6	KZ	3000	14	3
595	23	KZ1	EU6	KZ	3000	26	6
595	23	KZ1	EU6	KZ	3000	39	9
595	23	KZ1	EU6	KZ	3000	47	12
595	23	KZ1	EU6	KZ	3000	44	15
595	23	KZ1	EU6	KZ	3000	48	18
596	27	KZ1	EU6	KZ	3000	10	3
596	27	KZ1	EU6	KZ	3000	17	6
